player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Josh Stone,184256,CB,ARK STATE,1,0,4.0,100.0,100.0,3.0,3.0,0,0,0,0.0,113,63.7,64.5,67.4,,60.0,74.2,0,6,0.0,0,0,0,91.7,1,3,3,0,1,1,0,6,2,2.0,6.0
Cornell Allen,184258,S,CHARLOTTE,2,0,,,100.0,,,0,0,0,,136,60.9,57.2,70.6,,55.3,37.7,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Cary Grant,184266,S,CHARLOTTE,12,1,8.4,76.5,98.3,17.0,13.0,0,0,1,5.9,136,51.6,53.7,31.3,71.3,58.2,45.1,0,29,21.7,5,0,2,125.6,13,226,230,3,17,17,1,164,90,0.7,12.6
Jaavan Mack,184268,CB,W KENTUCKY,12,3,10.9,51.7,100.0,10.9,5.7,1,0,3,10.3,346,66.2,68.4,15.6,39.7,84.9,71.6,1,30,11.8,2,2,3,74.8,15,178,178,3,12,29,2,146,32,0.9,9.7
Eli Anders,184276,ED,GA SOUTHRN,5,0,3.0,100.0,24.1,7.0,7.0,0,0,0,0.0,174,53.1,56.2,80.5,58.0,58.5,44.7,0,7,0.0,0,0,0,95.8,1,7,29,0,1,1,0,7,4,1.0,7.0
Jeremiah Holmes,184280,CB,GA SOUTHRN,1,0,11.0,50.0,100.0,5.0,2.5,0,0,0,0.0,174,39.9,39.1,73.4,,60.0,74.8,0,12,0.0,0,0,0,68.8,1,5,5,0,1,2,0,12,5,2.4,12.0
Dorrian Smith,184289,CB,GA SOUTHRN,13,2,7.4,68.3,95.0,8.8,6.0,1,0,5,8.3,174,74.8,75.7,89.7,52.3,79.1,58.5,2,75,17.6,6,4,3,90.1,41,384,404,11,26,60,3,408,231,1.1,10.0
Damaine Wilson,184300,LB,GA STATE,3,1,3.2,80.0,85.9,6.4,5.1,0,0,0,0.0,175,52.7,45.7,74.3,66.8,38.1,28.1,0,20,0.0,0,0,0,97.1,8,55,64,1,3,10,0,73,47,1.4,9.1
KJ Flowe,184303,CB,JAMES MAD,9,0,7.9,28.6,93.1,25.5,7.3,0,1,0,0.0,197,77.4,72.7,82.3,55.2,52.1,37.2,1,9,0.0,0,0,0,0.0,2,54,58,1,1,7,0,9,3,0.2,4.5
Chase Regan,184308,S,JAMES MAD,6,0,-5.0,0.0,86.7,,12.0,0,0,0,0.0,197,66.0,65.9,72.4,59.0,62.6,73.1,0,,,0,0,0,39.6,0,13,15,0,0,1,0,0,0,0.0,
Kelbee Holmes,184317,LB,LA MONROE,11,0,2.5,70.0,87.6,13.9,9.7,0,0,0,0.0,209,53.3,60.4,81.0,61.5,66.7,72.7,0,18,12.5,1,0,0,115.8,7,106,121,4,7,10,1,53,34,0.5,7.6
Daniel Knudsen,184318,ED,LA MONROE,6,0,0.0,0.0,40.0,,6.0,0,0,0,0.0,209,63.4,69.3,80.6,61.9,68.7,80.0,0,,,0,0,1,39.6,0,6,15,0,0,1,0,0,0,0.0,
Billy Pullen,184320,ED,LA MONROE,11,2,3.2,100.0,16.9,8.2,8.2,0,0,0,0.0,209,55.6,75.3,67.9,74.0,77.5,67.4,0,10,27.3,3,0,1,91.7,5,42,249,7,6,5,0,30,14,0.7,6.0
Kristopher Robinson,184321,S,LA MONROE,6,1,9.0,57.1,97.1,31.5,18.0,0,0,0,0.0,209,69.1,65.4,81.5,56.8,57.3,49.6,1,8,18.2,2,0,0,22.6,4,135,139,3,8,7,0,12,12,0.1,3.0
Stephen Saywahn,184322,S,LA MONROE,8,1,6.3,100.0,95.1,14.0,14.0,0,0,0,0.0,209,66.1,68.9,79.4,67.9,70.2,76.7,0,15,0.0,0,0,0,100.0,4,58,61,2,5,4,0,32,7,0.6,8.0
Kevontay Wells,184328,ED,LA MONROE,12,1,-5.0,100.0,1.6,4.0,4.0,0,0,0,0.0,209,73.2,74.8,48.1,74.7,68.7,52.0,0,-1,55.6,5,0,2,79.2,1,4,257,6,3,1,0,-1,4,-0.3,-1.0
Jerome Carter III,184331,S,DOMINION,13,5,9.6,70.3,96.2,14.0,9.9,0,0,4,10.8,263,73.8,76.2,19.0,62.1,81.8,78.1,6,49,9.1,3,1,2,61.9,26,384,399,11,25,37,1,283,140,0.8,10.9
Jahron Manning,184333,S,MISS STATE,13,5,12.1,54.2,97.4,12.0,6.5,0,1,2,4.2,227,47.6,57.3,43.3,61.3,73.6,74.9,1,60,19.4,7,2,3,72.4,26,332,341,7,24,48,0,390,249,1.3,15.0
Amarion Fortenberry,184339,CB,KANSAS ST,9,0,12.6,66.7,98.9,8.3,5.5,1,0,2,13.3,199,56.1,58.6,80.6,58.3,69.7,56.6,0,60,20.0,2,2,2,104.9,10,87,88,3,8,15,0,170,43,2.0,17.0
Jordan Scruggs,184348,CB,W VIRGINIA,12,2,15.0,50.0,97.2,15.3,7.7,0,0,4,13.3,343,62.4,66.1,85.2,49.4,80.7,61.6,1,25,23.8,5,1,1,91.8,15,244,251,4,14,30,3,206,56,0.9,13.7
Ryan Nolan,184356,S,TEXAS ST,12,3,3.6,78.6,96.8,15.6,12.3,0,1,3,10.7,314,78.5,75.7,86.3,61.6,69.4,55.4,0,15,16.3,8,1,0,98.7,22,367,379,13,38,28,1,135,85,0.4,6.1
Rondell Carter,184364,S,TROY,10,1,8.5,66.7,98.7,17.5,11.7,0,0,1,16.7,318,47.3,48.6,81.1,60.0,53.5,39.8,0,33,16.7,1,0,1,136.1,4,74,75,0,4,6,1,56,54,0.8,14.0
Semaj James,184371,S,HAWAII,3,0,21.0,100.0,100.0,9.0,9.0,0,0,0,0.0,180,53.7,41.2,72.2,,30.5,25.4,0,24,0.0,0,0,0,118.8,1,10,10,1,2,1,0,24,3,2.7,24.0
Selman Bridges,184381,CB,ARKANSAS,2,0,4.0,0.0,100.0,,10.0,0,0,0,0.0,111,64.9,65.4,73.3,,61.4,,0,,,0,0,0,39.6,0,10,10,0,0,1,0,0,0,0.0,
CJ Brown,184382,WR,ARKANSAS,1,0,13.0,100.0,100.0,1.0,1.0,0,0,0,0.0,111,60.0,37.5,60.0,,,,0,40,,0,0,2,118.8,1,1,1,0,0,1,0,40,27,40.0,40.0
Charlie Collins,184383,ED,ARKANSAS,9,1,2.0,100.0,19.5,5.0,5.0,0,0,0,0.0,111,49.4,55.3,39.8,57.7,60.2,33.9,0,15,33.3,1,0,1,118.8,3,16,82,0,1,3,0,38,32,2.5,12.7
Ahkhari Johnson,184387,CB,ARKANSAS,2,0,-1.0,100.0,100.0,5.0,5.0,0,0,0,0.0,111,63.0,66.8,73.8,,67.6,79.2,0,2,,0,0,0,79.2,1,5,5,0,0,1,0,2,3,0.4,2.0
Tevis Metcalf,184391,CB,MICHIGAN,2,0,13.0,100.0,93.3,6.0,6.0,0,0,0,0.0,222,68.3,67.6,75.0,58.3,60.0,77.7,0,29,0.0,0,0,0,158.3,2,14,15,0,2,2,1,36,10,3.0,18.0
Jalyn Crawford,184399,CB,AUBURN,11,2,8.8,57.6,99.1,16.2,9.3,0,0,3,9.1,115,70.1,71.7,85.5,71.3,71.5,52.4,1,27,22.2,4,3,3,102.7,19,330,333,5,12,33,4,203,121,0.7,10.7
Kaleb Harris,184402,S,AUBURN,12,3,10.5,68.4,94.0,25.8,17.7,0,0,1,5.3,115,62.9,67.0,88.8,58.9,74.2,82.5,1,58,10.0,3,1,0,106.8,13,358,381,2,24,19,1,273,141,0.8,21.0
Kensley Louidor-Faustin,184405,CB,AUBURN,11,1,10.4,64.0,90.9,8.6,5.5,0,1,2,8.0,115,47.2,50.6,10.6,55.1,72.0,51.8,1,32,25.0,4,2,3,90.3,16,150,165,4,11,25,2,149,68,1.1,9.3
De'marcus Riddick,184410,LB,AUBURN,10,2,7.8,58.3,79.6,15.0,8.8,0,0,3,25.0,115,47.1,51.9,86.4,63.7,53.0,56.8,0,27,50.0,3,3,0,88.5,7,113,142,0,1,12,0,109,41,1.0,15.6
Michai Boireau,184418,DI,FLORIDA,9,1,,,2.1,,,0,0,0,,163,79.3,66.6,83.8,61.3,62.4,74.9,1,,33.3,1,0,0,0.0,0,3,146,3,1,0,0,0,0,0.0,
Teddy Foster,184421,CB,FLORIDA,1,0,22.0,33.3,100.0,7.0,2.3,0,0,0,0.0,163,68.6,72.8,71.9,,67.4,75.3,0,28,,0,0,0,68.8,1,7,7,0,0,3,0,28,2,4.0,28.0
Myles Graham,184422,LB,FLORIDA,12,4,7.1,65.6,82.6,12.0,7.8,0,0,4,12.5,163,59.7,71.9,52.1,70.0,79.0,76.1,0,43,22.7,5,4,2,99.1,21,265,321,8,13,32,1,245,143,1.0,11.7
Jamroc Grimsley,184423,CB,FLORIDA,2,0,26.3,50.0,100.0,6.0,3.0,0,0,0,0.0,163,34.1,36.3,74.1,,61.8,28.1,0,48,50.0,1,0,0,95.8,2,12,12,0,1,4,0,62,10,5.2,31.0
Greg Smith,184431,S,N CAROLINA,10,1,4.4,57.1,97.0,19.4,11.1,0,0,0,0.0,245,82.9,79.3,82.3,64.1,68.3,78.4,1,12,7.7,1,0,0,34.8,8,163,168,5,11,14,0,50,26,0.3,6.3
Brien Taylor Jr.,184433,DI,FLORIDA,12,0,-7.0,100.0,1.4,2.0,2.0,0,0,0,0.0,163,59.0,66.2,50.1,58.8,72.4,63.3,0,8,75.0,3,0,1,100.0,1,2,142,2,1,1,0,8,15,4.0,8.0
Xavier Atkins,184438,LB,AUBURN,12,4,6.1,73.0,76.3,11.0,8.0,1,0,2,5.4,115,64.8,72.3,0.0,90.8,65.3,62.3,1,23,17.5,7,1,5,86.9,27,316,414,23,29,37,0,313,164,1.1,11.6
Bernard Causey,184444,CB,GA STATE,10,0,14.0,45.8,100.0,16.9,7.8,1,0,7,29.2,175,68.9,67.4,23.9,60.0,57.6,37.8,0,50,25.0,4,2,5,104.7,11,200,200,3,12,24,2,211,128,1.1,19.2
Kolaj Cobbins,184445,ED,LSU,4,0,,,50.0,,,0,0,0,,211,61.3,58.7,75.5,58.2,57.8,35.1,0,,,0,0,0,0.0,0,4,8,0,0,0,0,0,0,0.0,
CJ Jackson,184456,ED,LSU,5,0,,,10.0,,,0,0,0,,211,60.8,70.7,79.4,75.4,60.2,54.0,0,,,0,0,0,0.0,0,2,20,0,0,0,0,0,0,0.0,
Davhon Keys,184459,LB,LSU,13,6,3.9,83.3,84.7,10.2,8.5,0,0,1,3.3,211,47.1,61.2,83.0,71.0,69.1,78.3,0,32,3.2,1,1,0,115.7,25,272,321,4,24,30,1,273,173,1.1,10.9
Gabriel Reliford,184463,ED,LSU,4,0,6.0,100.0,7.1,4.0,4.0,0,0,0,0.0,211,56.2,74.6,82.6,73.5,71.5,82.4,0,6,0.0,0,0,0,91.7,1,4,56,1,3,1,0,6,0,1.5,6.0
Joel Rogers,184464,S,LSU,3,0,2.0,100.0,100.0,5.0,5.0,0,0,0,0.0,211,52.6,53.5,71.4,,60.0,40.6,0,7,33.3,1,0,0,95.8,1,5,5,1,2,1,0,7,5,1.4,7.0
Tylen Singleton,184465,LB,LSU,7,2,7.7,77.8,86.4,9.1,7.1,0,0,0,0.0,211,46.0,53.2,76.9,56.5,64.0,56.9,0,24,20.0,1,0,1,139.6,7,70,81,0,2,9,2,72,25,1.1,10.3
Michael Turner Jr.,184467,CB,LSU,3,0,25.5,0.0,100.0,,8.5,0,0,2,100.0,211,79.4,79.5,73.5,,64.7,28.3,0,,100.0,1,2,0,39.6,0,17,17,0,0,2,0,0,0,0.0,
PJ Woodland,184471,CB,LSU,13,5,15.0,47.6,95.4,16.8,8.0,0,2,6,14.3,211,74.5,74.0,47.0,55.0,74.9,75.3,2,53,7.4,2,5,5,54.8,20,353,370,6,20,42,0,331,113,1.0,16.6
Trajen Greco,184477,S,MISSOURI,12,1,5.9,50.0,98.9,22.8,11.4,0,0,0,0.0,229,54.9,56.3,80.6,59.4,60.9,58.6,0,6,25.0,1,0,1,95.8,4,94,95,1,2,8,1,13,19,0.1,3.3
Brian Huff,184478,LB,MISSOURI,1,0,,,75.0,,,0,0,0,,229,63.2,25.2,68.8,63.0,19.8,13.5,0,,0.0,0,0,0,0.0,0,3,4,0,1,0,0,0,0,0.0,
Cameron Keys,184480,CB,MISSOURI,2,0,22.7,0.0,100.0,,8.7,0,0,2,66.7,229,73.0,73.1,76.3,,65.7,72.3,0,,,0,1,0,39.6,0,26,26,0,0,3,0,0,0,0.0,
Fred Johnson,184487,LB,S CAROLINA,12,5,3.9,73.7,88.3,9.0,6.7,0,2,4,10.5,289,52.3,61.4,84.3,61.5,68.5,58.5,1,19,27.6,8,4,0,85.0,28,273,309,8,16,38,1,216,165,0.9,7.7
David Bucey,184489,S,S CAROLINA,10,0,17.7,33.3,100.0,57.0,19.0,0,0,0,0.0,289,64.7,64.1,79.4,,61.7,38.2,0,4,33.3,1,0,0,42.4,1,60,60,1,2,3,0,4,-1,0.1,4.0
Wendell Gregory,184492,ED,OKLA STATE,12,0,5.0,66.7,7.7,7.5,5.0,2,0,1,33.3,262,68.9,71.4,14.1,77.1,67.1,35.3,0,6,33.3,1,0,4,74.3,2,15,196,5,2,3,0,12,13,0.8,6.0
Kelvin Hunter,184493,CB,S CAROLINA,6,2,12.3,83.3,100.0,5.2,4.3,0,0,0,0.0,289,52.9,57.9,79.1,,70.0,63.3,0,17,0.0,0,0,0,104.2,5,27,27,1,1,6,0,54,22,2.1,10.8
Dylan Stewart,184500,ED,S CAROLINA,11,1,6.0,100.0,1.9,2.5,2.5,0,0,0,0.0,289,59.1,73.6,17.9,70.3,79.0,54.1,0,36,42.9,3,0,4,118.8,2,5,259,6,3,2,0,45,33,9.0,22.5
Kobe Black,184503,CB,TEXAS,10,2,14.4,68.8,98.3,10.3,7.1,0,0,2,12.5,311,63.0,61.8,80.7,54.6,56.0,76.9,1,55,0.0,0,1,0,117.2,11,119,121,1,10,16,3,170,48,1.5,15.5
Xavier Filsaime,184508,S,TEXAS,10,0,9.8,66.7,99.0,47.0,31.3,0,0,1,16.7,311,66.8,66.5,12.5,58.5,69.9,40.8,0,22,38.5,5,1,1,90.3,4,198,200,1,8,6,0,47,25,0.3,11.8
Alex January,184510,DI,TEXAS,10,0,,,1.0,,,0,0,0,,311,59.1,66.0,58.5,57.2,72.9,72.8,0,,100.0,1,0,1,0.0,0,2,194,1,0,0,0,0,0,0.0,
Jordon Johnson-Rubell,184511,S,TEXAS,4,0,9.2,66.7,98.1,8.0,5.3,0,0,1,11.1,311,60.9,61.6,78.0,59.2,63.2,53.6,0,43,25.0,1,1,0,98.4,6,51,52,3,3,9,0,88,43,1.8,14.7
Wardell Mack,184513,CB,TEXAS,7,0,9.9,63.6,98.7,10.1,6.5,0,0,1,9.1,311,69.6,68.2,80.5,46.8,64.9,44.2,1,21,33.3,3,0,1,39.6,7,78,79,1,6,11,0,59,40,0.8,8.4
Colin Simmons,184515,ED,TEXAS,13,1,9.0,85.7,18.7,12.0,10.3,1,0,0,0.0,311,56.0,84.3,0.0,91.7,77.2,60.8,0,17,44.4,4,0,9,103.0,6,74,395,13,4,7,0,61,10,0.8,10.2
Ty'Anthony Smith,184516,LB,TEXAS,13,4,4.6,73.0,83.6,8.6,6.3,1,0,1,2.7,311,50.3,62.4,0.0,64.8,76.7,51.7,2,21,21.4,6,1,2,77.1,27,244,292,7,18,37,1,246,186,1.1,9.1
Zina Umeozulu,184517,ED,TEXAS,12,0,,,3.0,,,0,0,0,,311,62.1,63.9,83.2,66.8,55.3,67.4,0,,50.0,1,0,0,0.0,0,4,134,3,1,0,0,0,0,0.0,
Ziky Umeozulu,184518,S,TEXAS,1,0,8.0,0.0,100.0,,4.0,0,0,0,0.0,311,62.2,62.4,68.7,,60.0,,0,,,0,0,0,39.6,0,4,4,0,0,1,0,0,0,0.0,
Dontae Carter,184523,S,VANDERBILT,13,6,3.8,81.8,97.9,19.6,16.0,0,0,1,9.1,333,66.5,67.3,85.0,55.2,68.7,63.9,0,39,17.9,5,1,0,112.1,9,187,191,4,17,11,0,120,79,0.7,13.3
Mason Carter,184524,ED,VANDERBILT,6,0,2.0,0.0,20.8,,5.5,0,0,1,50.0,333,71.3,69.5,82.0,58.5,73.7,77.0,0,,0.0,0,0,0,39.6,0,11,53,0,2,2,0,0,0,0.0,
Alvin Williamson Jr.,184526,CB,HOUSTON,1,0,5.0,100.0,100.0,2.0,2.0,0,0,0,0.0,182,45.5,42.6,68.6,,60.0,,0,33,,0,0,0,158.3,1,3,3,0,0,1,1,33,28,16.5,33.0
Zabien Brown,184529,CB,ALABAMA,15,6,11.8,54.7,99.1,14.5,7.9,0,3,6,11.3,103,69.9,73.9,86.7,68.4,85.0,74.6,2,54,6.9,2,5,1,79.2,29,445,449,10,21,53,3,361,133,0.9,12.4
Cayden Jones,184538,LB,ALABAMA,2,0,2.7,100.0,81.3,4.3,4.3,0,0,0,0.0,103,37.6,64.3,73.6,67.1,78.5,33.5,0,15,100.0,1,0,0,111.1,3,13,16,0,0,3,0,32,24,2.5,10.7
Dre Kirkpatrick Jr.,184539,S,ALABAMA,7,1,25.0,0.0,90.9,,20.0,0,0,0,0.0,103,80.3,72.9,0.0,73.5,60.5,82.4,0,,0.0,0,0,1,39.6,0,20,22,1,2,1,0,0,0,0.0,
Zavier Mincey,184541,S,ALABAMA,15,3,9.7,71.4,94.9,24.6,17.6,0,1,2,28.6,103,63.3,67.7,0.0,71.3,77.5,61.4,0,66,18.2,2,2,2,113.7,5,129,136,1,6,7,0,155,122,1.3,31.0
Red Morgan,184542,CB,ALABAMA,13,2,5.9,66.7,91.9,7.9,5.2,0,0,2,6.1,103,60.6,63.1,85.8,55.2,70.9,51.1,0,31,22.2,4,1,2,99.9,22,182,198,8,12,33,2,175,121,1.0,8.0
Justin Okoronkwo,184544,LB,S CAROLINA,12,9,4.2,90.0,82.6,13.8,12.5,0,0,1,5.0,289,52.2,66.6,50.8,69.5,76.2,50.4,1,37,25.0,7,1,1,110.2,18,265,321,1,12,20,1,229,166,0.9,12.7
KJ Bolden,184549,S,GEORGIA,14,12,8.6,51.4,99.5,22.1,11.3,0,1,7,18.9,173,82.3,85.9,44.2,70.2,91.3,90.6,2,38,6.8,3,6,2,46.2,19,439,441,8,29,37,0,212,141,0.5,11.2
Chris Cole,184554,LB,GEORGIA,14,4,4.4,81.0,62.5,10.5,8.5,2,0,4,19.0,173,88.9,81.8,50.8,68.2,75.6,77.3,0,21,4.0,1,2,2,86.3,17,185,296,14,20,21,0,99,74,0.6,5.8
Quintavius Johnson,184564,ED,GEORGIA,14,0,0.2,90.0,21.3,7.2,6.5,0,0,0,0.0,173,43.1,63.1,73.4,55.0,79.6,56.9,0,15,50.0,4,0,1,100.0,9,69,324,4,4,10,0,80,79,1.2,8.9
Joseph Jonah-Ajonye,184565,ED,GEORGIA,14,1,-2.0,100.0,0.5,1.0,1.0,0,0,0,0.0,173,63.2,66.0,84.3,60.1,66.7,40.3,0,27,0.0,0,0,0,118.8,1,1,200,0,0,1,0,27,29,27.0,27.0
Demello Jones,184566,CB,GEORGIA,12,4,10.4,58.1,99.1,8.4,4.9,1,0,6,14.0,173,62.2,64.7,23.5,55.4,82.0,60.7,0,40,19.4,6,3,4,90.0,25,227,229,4,21,43,1,327,148,1.5,13.1
Kris Jones,184567,ED,GEORGIA,12,0,4.0,100.0,27.5,17.0,17.0,0,0,0,0.0,173,57.7,58.4,83.8,64.8,52.5,39.0,0,11,,0,0,0,112.5,1,19,69,0,0,1,0,11,7,0.6,11.0
Jaden Reddell,184572,TE,GEORGIA,1,0,,,100.0,,,0,0,0,,173,60.0,60.0,63.1,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Ellis Robinson IV,184574,CB,GEORGIA,14,5,19.0,42.9,100.0,20.3,8.7,1,1,5,14.3,173,68.3,69.1,35.1,,74.9,67.2,4,72,10.5,2,4,5,64.3,15,318,318,3,12,35,3,315,91,1.0,21.0
Justin Williams,184584,LB,GEORGIA,14,6,0.8,87.5,75.4,7.0,6.1,0,0,0,0.0,173,66.9,70.3,79.5,46.9,79.4,54.8,0,19,15.8,3,0,0,95.6,14,104,138,5,10,16,0,111,96,1.1,7.9
Michael Boganowski,184588,S,OKLAHOMA,13,4,7.3,40.0,98.6,32.0,12.8,0,0,0,0.0,261,61.2,68.7,82.5,68.9,79.5,83.2,0,19,0.0,0,0,1,51.7,4,136,138,0,7,10,0,39,19,0.3,9.8
Eli Bowen,184589,CB,OKLAHOMA,9,2,12.0,55.6,99.6,12.9,7.2,0,0,4,11.1,261,73.0,73.4,84.9,59.0,71.3,58.0,2,37,9.5,2,2,2,60.1,20,271,272,6,17,36,1,221,71,0.9,11.1
Wyatt Gilmore,184593,ED,OKLAHOMA,3,0,,,11.1,,,0,0,0,,261,60.0,81.3,73.5,83.1,62.0,71.1,0,,,0,0,0,0.0,0,1,9,1,0,0,0,0,0,0.0,
Jaydan Hardy,184594,S,OKLAHOMA,12,0,17.4,62.5,99.1,20.8,13.0,0,0,0,0.0,261,59.9,58.5,82.2,60.0,51.7,35.5,1,29,25.0,2,0,1,60.9,5,108,109,2,6,8,0,89,24,0.9,17.8
James Nesta,184600,LB,OKLAHOMA,3,1,5.8,75.0,82.6,6.3,4.8,0,0,0,0.0,261,31.7,53.9,74.3,83.7,76.3,77.8,0,12,0.0,0,0,0,94.8,3,19,23,0,0,4,0,29,9,1.5,9.7
Danny Okoye,184601,ED,OKLAHOMA,10,2,,,27.9,,,0,0,0,,261,65.1,75.2,81.8,74.0,70.5,80.2,0,,0.0,0,0,0,0.0,0,19,68,2,0,0,0,0,0,0.0,
Reggie Powers III,184602,S,OKLAHOMA,13,4,7.1,81.8,86.6,9.8,8.0,1,0,0,0.0,261,65.9,67.4,0.0,69.6,73.8,66.1,0,40,18.2,4,0,2,105.1,18,187,216,8,14,22,0,203,113,1.2,11.3
David Stone,184605,DI,OKLAHOMA,13,1,,,1.1,,,0,0,0,,261,67.8,76.4,27.6,68.1,80.7,70.1,0,,20.0,1,0,3,0.0,0,3,283,5,3,0,0,0,0,0.0,
Kaleb Neal,184615,S,APP STATE,1,0,,,100.0,,,0,0,0,,108,60.0,63.4,67.5,,60.4,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Kevon Merrell Jr.,184625,CB,E CAROLINA,13,1,4.6,64.7,87.6,14.2,9.2,0,0,2,11.8,156,78.4,72.2,86.6,58.0,60.5,74.2,1,15,0.0,0,2,0,49.6,11,162,185,8,10,17,0,74,84,0.5,6.7
Jiquavious Marshall,184629,CB,LIBERTY,7,0,20.0,50.0,100.0,19.0,9.5,0,1,0,0.0,206,71.2,72.1,75.5,,68.1,78.2,1,11,0.0,0,0,0,27.1,1,21,21,0,1,2,0,11,7,0.6,11.0
Terhyon Nichols,184635,CB,KENTUCKY,7,2,11.4,51.9,98.9,12.2,6.3,0,0,5,18.5,202,63.9,67.5,83.6,56.7,80.6,73.3,0,62,18.8,3,3,1,96.1,14,177,179,4,11,27,1,249,99,1.5,17.8
Antwan Smith,184640,LB,KENTUCKY,6,3,3.8,83.3,90.7,9.8,8.2,0,0,0,0.0,202,38.3,38.7,77.5,61.3,44.4,47.2,0,23,33.3,2,0,0,118.8,5,49,54,0,1,6,0,83,65,1.7,16.6
Steven Soles Jr.,184642,ED,KENTUCKY,11,0,0.7,100.0,13.4,5.7,5.7,0,0,0,0.0,202,48.7,78.1,0.0,90.0,72.7,52.8,0,19,50.0,3,0,3,104.2,3,17,127,8,3,3,0,27,25,1.6,9.0
Bobby Arnold,184644,S,UTAH ST,9,3,10.8,63.2,93.9,11.3,7.1,1,0,2,10.5,329,66.7,65.7,84.4,50.4,63.8,52.5,0,53,10.5,2,1,1,131.1,12,138,147,5,14,19,3,168,54,1.2,14.0
Isaiah Crumpler,184653,S,RUTGERS,1,0,,,100.0,,,0,0,0,,278,60.0,60.1,68.0,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Kevin Levy,184661,CB,RUTGERS,7,0,19.8,75.0,93.3,9.3,7.0,1,0,0,0.0,278,41.2,39.0,0.0,54.9,55.3,38.3,0,35,33.3,1,0,1,116.7,3,28,30,0,2,4,0,56,20,2.0,18.7
Kaj Sanders,184665,S,RUTGERS,12,5,9.4,75.8,95.8,12.3,9.3,0,0,2,6.1,278,38.3,45.6,86.8,59.8,58.5,68.1,0,56,5.9,2,0,2,154.8,25,323,337,2,27,33,6,396,247,1.3,15.8
D.J. Bennett,184669,DI,C MICHIGAN,13,0,,,4.7,,,0,0,0,,134,49.6,40.7,83.2,54.0,33.0,61.6,0,,50.0,2,0,0,0.0,0,8,170,1,2,0,0,0,0,0.0,
Jaion Jackson,184672,CB,C MICHIGAN,13,7,9.7,59.6,91.6,10.5,6.2,1,0,6,11.5,134,60.9,64.0,51.4,66.2,73.6,70.2,1,40,16.7,5,5,5,78.6,31,339,370,9,18,52,1,355,181,1.1,11.5
Pius Odjugo,184674,DI,OHIO,10,1,,,1.4,,,0,0,0,,259,58.7,69.3,55.8,68.4,69.1,69.8,0,,25.0,1,0,1,0.0,0,2,140,1,2,0,0,0,0,0.0,
Bryce Rowe,184675,CB,C MICHIGAN,4,1,9.7,77.8,92.7,5.0,3.9,0,0,1,11.1,134,73.2,69.8,83.6,55.3,58.4,66.9,0,36,0.0,0,0,0,98.6,7,38,41,3,5,9,0,69,17,2.0,9.9
Xavier White,184678,LB,C MICHIGAN,13,1,5.6,100.0,77.7,8.4,8.4,0,0,0,0.0,134,54.1,60.1,80.0,61.7,65.8,59.8,0,19,11.1,1,0,0,139.4,9,80,103,1,7,9,1,77,33,1.0,8.6
Devin Henderson,184688,S,LIBERTY,8,2,17.8,44.4,98.5,33.3,14.8,0,0,0,0.0,206,70.8,75.0,81.2,65.6,82.3,87.9,0,41,0.0,0,0,0,61.8,4,135,137,6,11,9,0,49,30,0.4,12.3
Ronald Moore Jr.,184694,S,LIBERTY,1,0,15.0,0.0,83.3,,4.0,0,0,1,100.0,206,70.8,71.6,72.7,60.0,60.0,,0,,,0,1,0,39.6,0,5,6,0,0,1,0,0,0,0.0,
Chason Clark,184699,LB,MARSHALL,6,0,1.0,50.0,47.4,18.0,9.0,0,0,0,0.0,214,58.0,55.3,78.7,55.9,55.3,81.8,0,7,0.0,0,0,0,58.3,1,18,38,1,1,2,0,7,0,0.4,7.0
Mond Cole,184709,DI,MEMPHIS,4,0,,,10.0,,,0,0,0,,218,59.8,64.5,74.7,60.9,64.8,70.1,0,,,0,0,0,0.0,0,1,10,0,0,0,0,0,0,0.0,
Samson Israel,184712,CB,MEMPHIS,9,1,16.8,57.9,100.0,9.1,5.3,0,0,2,10.5,218,53.5,58.1,79.6,,74.5,76.9,1,39,7.1,1,1,0,83.2,11,102,102,0,12,19,1,170,31,1.7,15.5
Brett Karhu,184713,ED,NEW MEXICO,13,3,7.0,100.0,3.5,12.0,12.0,0,0,1,100.0,241,81.3,67.9,58.9,73.3,53.9,75.3,0,10,0.0,0,1,2,147.9,1,12,347,11,3,1,1,10,3,0.8,10.0
Mike Gerald,184724,CB,MINNESOTA,6,2,13.7,76.5,100.0,6.8,5.2,0,0,3,17.6,225,51.6,50.0,80.1,,44.0,67.6,0,48,0.0,0,2,1,117.9,13,93,93,1,8,17,0,225,57,2.6,17.3
