player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Michael Coats Jr.,175720,CB,W VIRGINIA,12,0,343,0,0,0,0,0,0,25.0,1,0,0.0,0,0,1,0,1.4,4,290,0,0.0,0,0,0,0,75.0,3,0,0.0,0,0,0,0,0,1
Alexander Paulsen,213190,DI,WYNESBRG,1,0,1175,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,1,1,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Ryan Meloche,165280,S,SAN DIEGO,12,0,283,0,0,0,0,0,0,40.0,6,0,0.0,0,0,0,0,4.7,16,340,0,0.0,0,0,0,0,60.0,9,0,0.0,0,0,0,0,0,0
Mikey Mangialardi,165263,S,DRAKE,11,0,153,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.7,2,301,0,0.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Bennett Lawrence,165252,S,DAYTON,4,0,150,0,0,0,0,0,0,33.3,1,0,0.0,0,0,1,0,7.0,3,43,0,0.0,0,0,0,0,66.7,2,0,0.0,0,0,0,0,0,1
Malik Love,183967,ED,MIDDLE TN,1,0,224,0,0,0,0,0,0,75.0,3,0,0.0,0,0,0,0,66.7,4,6,0,0.0,0,0,0,0,25.0,1,0,0.0,0,0,0,0,0,0
Mac Grant III,165244,S,DAYTON,11,0,150,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.7,2,267,0,0.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Cam Cope,165240,CB,DAYTON,11,0,150,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,320,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Chase Brown,165238,ED,AKRON,1,0,102,0,0,0,0,0,0,75.0,3,0,0.0,0,0,0,0,80.0,4,5,0,0.0,0,0,0,0,25.0,1,0,0.0,0,0,0,0,0,0
Josh Sagapolutele,175710,LB,HAWAII,3,0,180,0,0,0,0,0,1,75.0,3,0,0.0,0,1,1,1,100.0,6,6,0,0.0,0,0,0,0,25.0,1,0,0.0,0,0,0,0,1,1
Dominic Njoku,165225,S,DAVIDSON,10,0,149,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.8,2,246,0,0.0,0,0,0,0,100.0,2,0,0.0,0,0,0,0,0,0
Zoram Petelo,175707,ED,HAWAII,6,0,180,0,0,0,0,0,0,42.9,6,0,0.0,0,0,0,0,100.0,14,14,0,0.0,0,0,0,0,57.1,8,0,0.0,0,0,0,0,0,0
T.J. Magee,165223,CB,UMASS,3,0,216,0,0,0,0,0,0,33.3,1,0,0.0,0,0,0,0,3.2,3,95,0,0.0,0,0,0,0,66.7,2,0,0.0,0,0,0,0,0,0
Xavier Leonard,184027,CB,BUFFALO,1,0,126,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,33.3,1,3,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Marvell Eggleston,184046,ED,E MICHIGAN,2,0,160,0,0,0,0,0,0,100.0,4,0,0.0,0,0,0,0,80.0,4,5,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Caldra Williford,165205,CB,BAYLOR,11,0,118,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.3,2,159,0,0.0,0,0,0,0,100.0,2,0,0.0,0,0,0,0,0,0
Jaylyn Monds,184057,CB,E MICHIGAN,9,0,160,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,3.0,2,66,0,0.0,0,0,0,0,100.0,2,0,0.0,0,0,0,0,0,0
Noah Patterson,184058,DI,E MICHIGAN,9,0,160,0,0,0,0,0,0,44.1,15,0,0.0,0,1,1,0,100.0,44,44,0,0.0,0,0,0,0,55.9,19,0,0.0,0,0,1,0,1,2
Jerome Logan,165187,DI,MURRAY ST,5,0,236,0,0,0,0,0,0,58.8,20,0,0.0,0,0,0,0,100.0,40,40,0,0.0,0,0,0,0,41.2,14,0,0.0,0,0,0,0,0,0
Hayes Pearson-Woodruff,165103,DI,NEWHVN,3,0,1013,0,0,0,0,0,0,71.4,5,0,0.0,0,0,0,0,100.0,10,10,0,0.0,0,0,0,0,28.6,2,0,0.0,0,0,0,0,0,0
Dylan Jones,165002,DI,CENT CT ST,6,0,133,0,0,0,0,0,0,44.8,13,0,0.0,0,0,1,1,100.0,31,31,0,0.0,0,0,0,1,55.2,16,0,0.0,0,0,0,0,0,1
Gavin Bryson,164992,CB,TENN TECH,12,0,309,0,0,0,0,0,0,100.0,3,0,0.0,0,0,0,0,1.0,3,294,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Brayden Hall,164942,CB,CENT CT ST,13,0,133,0,0,0,0,0,0,60.0,3,0,0.0,0,0,0,0,1.2,5,432,0,0.0,0,0,0,0,40.0,2,0,0.0,0,0,0,0,0,0
Josh Lee,184128,ED,TOLEDO,1,0,316,0,0,0,0,0,0,100.0,2,0,0.0,0,0,0,0,100.0,2,2,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Hyajah Miller,184131,CB,TOLEDO,2,0,316,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,11.1,1,9,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Ethan Coe,164898,LB,YNGTOWN ST,2,0,353,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,50.0,2,4,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Isaiah Paul,184139,CB,W MICHIGAN,5,0,347,0,0,0,0,0,0,100.0,3,0,0.0,0,0,0,0,5.7,3,53,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Aiden Aguayo,172994,CB,UTAHTC,7,0,1285,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.1,1,95,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Dontay Johnson,164868,S,S DAK ST,13,0,292,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,2.1,4,188,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Caleb McKenzie,164841,CB,FL A&M,10,0,164,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,4.4,2,45,0,0.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Brennen Bailey,184156,CB,UMASS,11,0,216,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0.6,1,172,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jaden McGill,184189,HB,W KENTUCKY,1,0,346,0,0,0,0,0,0,,0,0,,0,0,0,0,100.0,1,1,0,0.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Isaiah Buxton,184197,CB,S DIEGO ST,6,0,284,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.3,1,76,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Jordan McClom,164819,S,N IOWA,11,0,255,0,0,0,0,0,0,25.0,1,0,0.0,0,0,0,0,2.0,6,298,0,0.0,0,0,0,0,75.0,3,0,0.0,0,0,0,0,0,0
Gilles Tchio,164814,DI,MO STATE,1,0,230,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,100.0,1,1,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Kenny Worthy,184225,CB,WASH STATE,12,0,341,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,1.4,3,215,0,0.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Travis Anderson,184226,S,BOISE ST,7,0,120,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,2.1,1,47,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Liam O'Reilly,164808,WR,MO STATE,1,0,230,0,0,0,0,0,0,,0,0,,0,0,0,0,100.0,1,1,0,0.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Sire Gaines,184229,HB,BOISE ST,1,0,120,0,0,0,0,0,0,,0,0,,0,0,0,0,100.0,1,1,0,0.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Christian Parham,164735,CB,NORFOLK,5,0,244,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,3.2,1,31,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Quincy Lejay,173008,S,UTAHTC,2,0,1285,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,3.1,1,32,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Luke Levengood,184246,DI,OREGON ST,1,0,265,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,1,1,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Melik Williams,164707,ED,YALE,1,0,352,0,0,0,0,0,0,60.0,3,0,0.0,0,0,0,0,100.0,5,5,0,0.0,0,0,0,0,40.0,2,0,0.0,0,0,0,0,0,0
Cary Grant,184266,S,CHARLOTTE,12,0,136,0,0,0,0,0,0,100.0,2,0,0.0,0,0,0,0,1.3,3,224,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Da'Quan Gonzales,164694,CB,YALE,9,0,352,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0.5,1,215,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jaden Martin-Burgess,184283,S,KENNESAW,1,0,200,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,100.0,1,1,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Alec Wills,164685,CB,PENN,4,0,267,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.0,1,103,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Sean Stackpole,164653,DI,STHLSK,2,0,1470,0,0,0,0,0,0,100.0,4,0,0.0,0,0,0,0,100.0,4,4,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
KJ Flowe,184303,CB,JAMES MAD,9,0,197,0,0,0,0,0,0,25.0,1,0,0.0,0,0,0,0,7.3,4,55,0,0.0,0,0,0,0,75.0,3,0,0.0,0,0,0,0,0,0
Chase Regan,184308,S,JAMES MAD,6,0,197,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,14.3,2,14,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Myles Brodie,164630,CB,TOWSON,12,0,317,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,383,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Kristopher Robinson,184321,S,LA MONROE,6,0,209,0,0,0,0,0,0,50.0,2,0,0.0,0,0,0,0,3.1,4,130,0,0.0,0,0,0,0,50.0,2,0,0.0,0,0,0,0,0,0
Stephen Saywahn,184322,S,LA MONROE,8,0,209,0,0,0,0,0,0,66.7,2,0,0.0,0,0,0,0,5.1,3,59,0,0.0,0,0,0,0,33.3,1,0,0.0,0,1,1,0,1,1
Patrick Murphy,164570,LB,MONMOUTH,2,0,231,0,0,0,0,0,0,100.0,2,0,0.0,0,0,0,0,10.0,2,20,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Damir McCrary,164568,LB,BOWIE ST,1,0,365,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,5.0,1,20,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Ny'Len Jones,184335,LB,CENT ARK,12,0,132,0,0,0,0,0,0,52.4,11,0,0.0,0,0,0,0,10.8,23,212,0,0.0,0,0,0,0,47.6,10,0,0.0,0,0,0,0,0,0
Amarion Fortenberry,184339,CB,KANSAS ST,9,0,199,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.2,1,84,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Jordan Scruggs,184348,CB,W VIRGINIA,12,0,343,0,0,0,0,0,0,100.0,5,0,0.0,0,0,0,0,2.1,5,234,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Brock Boyer,164516,DI,ALBANY,9,1,106,0,0,1,0,0,0,56.0,28,0,0.0,0,0,0,0,100.0,56,56,0,0.0,0,0,0,0,44.0,22,0,0.0,0,0,0,0,0,0
Rondell Carter,184364,S,TROY,10,0,318,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.4,1,71,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Dylan Mann,184373,DI,TROY,1,0,318,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,1,1,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Ky McNulty,184374,WR,TROY,1,0,318,0,0,0,0,0,0,,0,0,,0,0,0,0,100.0,1,1,0,0.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Raimoana Tinirauarii,164492,ED,WEBER ST,3,0,342,0,0,0,0,0,0,66.7,2,0,0.0,0,0,0,0,75.0,3,4,0,0.0,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
Kavion Henderson,184385,ED,ARKANSAS,2,0,111,0,0,0,0,0,0,25.0,2,0,0.0,0,0,0,0,100.0,8,8,0,0.0,0,0,0,0,75.0,6,0,0.0,0,0,0,0,0,0
Jalyn Crawford,184399,CB,AUBURN,11,0,115,0,0,0,0,0,0,33.3,1,0,0.0,0,0,0,0,1.0,3,311,0,0.0,0,0,0,0,66.7,2,0,0.0,0,0,0,0,0,0
Koa Akui,164465,S,SACRAMENTO,11,0,279,0,0,0,0,0,0,80.0,4,0,0.0,0,0,0,0,1.3,5,377,0,0.0,0,0,0,0,20.0,1,0,0.0,0,0,0,0,0,0
Dwayne McDougle III,164427,S,S DIEGO ST,13,0,284,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,377,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Mikal Harrison-Pilot,173046,CB,TEXAS TECH,2,0,315,0,0,0,0,0,0,,0,0,,0,0,0,0,50.0,1,2,0,0.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Jordan Little,74019,CB,GARD-WEBB,2,0,171,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,20.0,1,5,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Naeten Mitchell,175681,S,NEW MEX ST,12,0,242,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.2,1,443,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Jaren Perkins,164399,DI,MONTANA ST,1,0,233,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,3,3,0,0.0,0,0,0,0,100.0,3,0,0.0,0,1,1,0,1,1
LJ McCray,184427,ED,FLORIDA,1,0,163,0,0,0,0,0,0,33.3,1,0,0.0,0,0,0,0,100.0,3,3,0,0.0,0,0,0,0,66.7,2,0,0.0,0,0,0,0,0,0
Logan Fredericksen,164389,ED,MONTANA ST,3,0,233,0,0,0,0,0,0,81.3,13,0,0.0,0,0,0,0,100.0,16,16,0,0.0,0,0,0,0,18.8,3,0,0.0,0,0,0,0,0,0
Boston Wilson,164332,CB,CAL POLY,12,0,129,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0.4,1,274,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Joey August,184439,DI,LSU,1,0,211,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,100.0,1,1,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Kolaj Cobbins,184445,ED,LSU,4,0,211,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,42.9,3,7,0,0.0,0,0,0,0,100.0,3,0,0.0,0,0,0,0,0,0
Aidan Robinson,164310,LB,N ALABAMA,2,0,389,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,14.3,1,7,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Cameron Jamar,164298,S,N ALABAMA,12,0,389,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.4,4,290,0,0.0,0,0,0,0,100.0,4,0,0.0,0,0,0,0,0,0
Samir Grayson,213197,DI,WYNESBRG,1,0,1175,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,4,4,0,0.0,0,0,0,0,100.0,4,0,0.0,0,0,0,0,0,0
Corey Clark,164276,DI,MISS STATE,3,1,227,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,16,16,0,0.0,0,0,0,0,100.0,6,0,0.0,0,0,0,0,0,0
Trajen Greco,184477,S,MISSOURI,12,0,229,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,1.1,1,92,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Brian Huff,184478,LB,MISSOURI,1,0,229,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,25.0,1,4,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Jaylen Houston,164248,LB,NMiU,1,0,1031,0,0,0,0,0,0,66.7,2,0,0.0,0,0,0,0,16.7,3,18,0,0.0,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
Kobe Black,184503,CB,TEXAS,10,0,311,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.9,1,114,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Xavier Filsaime,184508,S,TEXAS,10,0,311,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.1,2,190,0,0.0,0,0,0,0,100.0,2,0,0.0,0,0,0,0,0,0
Jordon Johnson-Rubell,184511,S,TEXAS,4,0,311,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,2.0,1,49,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Wardell Mack,184513,CB,TEXAS,7,0,311,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.4,1,72,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Tyler Holzworth,164173,HB,PENN STATE,1,0,266,0,0,0,0,0,0,,0,0,,0,0,0,0,100.0,1,1,0,0.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Mehki Flowers,164170,S,AKRON,10,0,102,0,0,0,0,0,0,71.4,5,0,0.0,0,0,0,0,5.4,8,148,0,0.0,0,0,0,0,28.6,2,0,0.0,0,0,0,0,0,0
Drew Logan,164147,ED,CINCINNATI,2,0,138,0,0,0,0,0,0,57.1,4,0,0.0,0,0,0,0,100.0,7,7,0,0.0,0,0,0,0,42.9,3,0,0.0,0,0,0,0,0,0
Dontae Carter,184523,S,VANDERBILT,13,0,333,0,0,0,0,0,0,50.0,2,0,0.0,0,0,0,0,2.2,4,179,0,0.0,0,0,0,0,50.0,2,0,0.0,0,0,0,0,0,0
John Johnson III,213153,DI,WYNESBRG,1,0,1175,0,0,0,0,0,0,12.5,1,0,0.0,0,0,0,0,100.0,8,8,0,0.0,0,0,0,0,87.5,7,0,0.0,0,0,0,0,0,0
Cincear Lewis,164146,LB,CINCINNATI,4,0,138,0,0,0,0,0,0,50.0,2,0,0.0,0,0,0,1,30.8,4,13,0,0.0,0,0,0,1,50.0,2,0,0.0,0,0,0,0,0,0
Zabien Brown,184529,CB,ALABAMA,15,0,103,0,0,0,0,0,0,25.0,1,0,0.0,0,0,0,0,0.9,4,422,0,0.0,0,0,0,0,75.0,3,0,0.0,0,0,0,0,0,0
Tyler Gillison,164143,ED,MICH STATE,2,0,223,0,0,0,0,0,0,75.0,3,0,0.0,0,0,0,0,80.0,4,5,0,0.0,0,0,0,0,25.0,1,0,0.0,0,0,0,0,0,0
Dre Kirkpatrick Jr.,184539,S,ALABAMA,7,0,103,0,0,0,0,0,0,100.0,2,0,0.0,0,0,0,0,9.1,2,22,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jonquis Hardaway,164132,CB,KENTUCKY,12,0,202,0,0,0,0,0,0,66.7,2,0,0.0,0,0,0,0,0.8,3,391,0,0.0,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
KJ Bolden,184549,S,GEORGIA,14,0,173,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.5,2,420,0,0.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Josiah Charles,175665,CB,NEW MEX ST,12,0,242,0,0,0,0,0,0,100.0,5,0,0.0,0,0,0,0,1.9,5,259,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Demello Jones,184566,CB,GEORGIA,12,0,173,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.9,2,213,0,0.0,0,0,0,0,100.0,2,0,0.0,0,0,0,0,0,0
Jeffrey Acheampong,213091,ED,RAND MACON,1,0,1546,0,0,0,0,0,0,66.7,12,0,0.0,0,0,0,0,100.0,18,18,0,0.0,0,0,0,0,33.3,6,0,0.0,0,0,1,0,0,1
Jordan Thomas,184577,DI,GEORGIA,3,0,173,0,0,0,0,0,1,66.7,12,0,0.0,0,0,0,1,100.0,19,19,0,0.0,0,0,0,0,33.3,6,0,0.0,0,0,0,0,0,0
Eli Bowen,184589,CB,OKLAHOMA,9,0,261,0,0,0,0,0,0,,0,0,,0,0,0,0,0.4,1,258,0,0.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Jayden Bell,164057,S,IDAHO ST,10,0,186,0,0,0,0,0,0,58.8,10,0,0.0,0,0,0,0,14.2,17,120,0,0.0,0,0,0,0,41.2,7,0,0.0,0,0,0,0,0,0
Jalik Thomas,164048,S,FL A&M,12,0,164,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0.6,1,179,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jarren King,213098,DI,RAND MACON,1,0,1546,0,0,0,0,0,0,30.8,8,0,0.0,0,0,0,0,100.0,26,26,0,0.0,0,0,0,0,69.2,18,0,0.0,0,0,0,0,0,0
LeBron Morgan,164002,S,W ILLINOIS,2,0,345,0,0,0,0,0,0,100.0,2,0,0.0,0,0,0,0,18.2,2,11,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Keane Lewis,163997,S,ALABAMA ST,12,0,105,0,0,0,0,0,0,100.0,2,0,0.0,0,0,0,0,0.7,2,284,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jabari Mack,163962,CB,LOUISVILLE,13,0,210,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.2,1,464,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Michael Jordan Jr.,163934,CB,N ALABAMA,10,0,389,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0.9,1,117,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Daniel Santiago,163928,DI,HOLY CROSS,1,0,181,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,3,3,0,0.0,0,0,0,0,100.0,3,0,0.0,0,0,0,0,0,0
Dax Horany,175616,LB,SM HOUSTON,1,0,281,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,33.3,1,3,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Bobby Arnold,184644,S,UTAH ST,9,0,329,0,0,0,0,0,0,66.7,6,0,0.0,0,0,0,0,6.3,9,143,0,0.0,0,0,0,0,33.3,3,0,0.0,0,0,1,0,0,1
Kevin Levy,184661,CB,RUTGERS,7,0,278,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,6.7,2,30,0,0.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Sam Boyer,163916,LB,HOLY CROSS,10,0,181,0,0,0,0,0,0,33.3,1,0,0.0,0,0,0,0,12.5,7,56,0,0.0,0,0,0,0,66.7,2,0,0.0,0,0,0,0,0,0
Chris Tuck II,163910,ED,FORDHAM,2,0,168,0,0,0,0,0,0,75.0,3,0,0.0,0,0,1,0,80.0,4,5,0,0.0,0,0,0,0,25.0,1,0,0.0,0,0,0,0,0,1
Michael Thorn,163908,DI,FORDHAM,3,0,168,0,0,0,0,0,0,52.0,13,0,0.0,0,0,0,0,100.0,28,28,0,0.0,0,0,0,0,48.0,12,0,0.0,0,0,0,0,0,0
Devin Henderson,184688,S,LIBERTY,8,0,206,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,1.5,2,135,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Ronald Moore Jr.,184694,S,LIBERTY,1,0,206,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,20.0,1,5,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Chason Clark,184699,LB,MARSHALL,6,0,214,0,0,0,0,0,0,70.0,14,0,0.0,0,0,0,0,52.6,20,38,0,0.0,0,0,0,0,30.0,6,0,0.0,0,1,1,0,1,1
Alex Kemper,163893,CB,FORDHAM,8,0,168,0,0,0,0,0,0,33.3,1,0,0.0,0,0,0,0,1.4,3,210,0,0.0,0,0,0,0,66.7,2,0,0.0,0,0,0,0,0,0
Jayln Evans,163886,S,FORDHAM,5,0,168,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,4.3,2,46,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Andy Jaffe,184743,S,OLE MISS,3,0,226,0,0,0,0,0,0,,0,0,,0,0,0,0,16.7,1,6,0,0.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Zac Swanson,163862,DI,ARIZONA ST,2,1,110,0,0,1,0,0,0,100.0,16,0,0.0,0,0,0,0,100.0,16,16,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Ashun Shepphard,184762,DI,MISS STATE,1,1,227,0,0,1,0,0,0,54.5,6,0,0.0,0,1,1,0,100.0,11,11,0,0.0,0,0,0,0,45.5,5,0,0.0,0,0,0,0,1,1
Tyler Woodard,184766,S,MISS STATE,2,0,227,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,4.3,1,23,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
X'Avion Brice,163841,CB,TXAMEA,10,0,1139,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,1.5,2,131,0,0.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Nickendre Stiger,163823,S,DOMINION,13,0,263,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,225,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Mason Ellis,163807,S,KANSAS,8,0,198,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.1,1,93,0,0.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Jordan Robinson,163791,CB,VIRGINIA,13,0,335,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0.4,1,242,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jarard Mosely,163789,CB,LNDNWD,9,0,949,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,4.7,2,43,0,0.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Luke Jackson,213206,CB,WITNBRG,1,0,1216,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,3.0,1,33,0,0.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
