player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Jaden Smith,190450,CB,KENTUCKY,5,34,0,202,0,27.0,100.0,100.0,2.0,2.0,0,0,0.0,34.2,0,56,,0,0,118.8,1,2,5.9,2,0,0,1,0,56,29,28.0,56.0,0,1,6.8,75.0,86.7,8.7,6.5,0,0,0.0,71.4,0,7,0.0,0,0,83.3,3,26,76.5,30,1,3,4,0,18,9,0.7,6.0
Drew Speech,190471,S,NEW MEXICO,11,208,0,241,0,6.0,50.0,100.0,9.8,4.9,0,4,50.0,70.7,0,14,,0,4,99.0,4,42,20.2,42,0,0,8,2,30,10,0.8,7.5,0,1,5.4,60.0,100.0,35.7,21.4,2,2,40.0,65.5,0,19,16.7,1,2,81.3,3,115,55.3,115,0,4,5,0,35,25,0.3,11.7
Farell Gnago,190479,DI,RUTGERS,8,5,0,278,0,,,0.0,,,0,0,,68.4,0,,0.0,0,0,0.0,0,0,0.0,36,1,1,0,0,0,0,,,0,0,,,10.7,,,0,0,,59.2,1,,,0,0,0.0,0,3,60.0,28,0,0,0,0,0,0,0.0,
Sam Robinson,190490,LB,RUTGERS,5,34,0,278,0,,,68.8,,,0,0,,56.6,0,,0.0,0,0,0.0,0,11,32.4,16,1,1,0,0,0,0,0.0,,0,1,1.0,100.0,100.0,5.0,5.0,0,0,0.0,42.4,0,19,25.0,1,0,118.8,2,13,38.2,13,0,2,2,0,30,28,3.0,15.0
Matt Gemma,190508,DI,ARMY,6,1,0,114,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,0,,,3.1,,,0,0,,58.9,0,,,0,0,0.0,0,1,100.0,32,0,0,0,0,0,0,0.0,
Larry Pickett Jr.,190538,S,ARMY,1,8,0,114,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,21.0,100.0,100.0,6.0,6.0,0,0,0.0,48.7,0,22,0.0,0,0,118.8,1,6,75.0,6,0,1,1,0,22,1,3.7,22.0
Cole Searight,190542,CB,ARMY,13,44,0,114,0,,,14.3,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,2.3,7,0,0,0,0,0,0,0.0,,0,0,0.3,100.0,75.7,4.7,4.7,0,0,0.0,58.0,0,9,16.7,1,0,90.3,6,28,63.6,37,3,5,6,0,34,32,1.2,5.7
Elijah Walton,190556,LB,ARMY,2,5,0,114,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,63.4,0,,0.0,0,0,0.0,0,4,80.0,4,0,1,0,0,0,0,0.0,
Caleb Williams,190559,S,ARMY,4,21,0,114,0,,,66.7,,,0,0,,61.0,0,,,0,0,0.0,0,2,9.5,3,0,0,0,0,0,0,0.0,,0,1,14.0,50.0,100.0,14.0,7.0,0,0,0.0,64.4,0,5,0.0,0,0,56.3,1,14,66.7,14,0,1,2,0,5,0,0.4,5.0
Jamorie Flagg,190567,DI,FLORIDA ST,2,1,0,167,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,,,12.5,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,8,0,0,0,0,0,0,0.0,
Gav Holman,190568,LB,FLORIDA ST,2,6,0,167,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,12.0,100.0,75.0,3.0,3.0,0,0,0.0,49.4,0,19,,0,0,118.8,1,3,50.0,4,0,0,1,0,19,7,6.3,19.0
DD Holmes,190569,ED,MARYLAND,9,7,0,215,0,,,2.4,,,0,0,,60.0,0,,,0,0,0.0,0,1,14.3,42,0,0,0,0,0,0,0.0,,0,0,,,9.8,,,0,0,,61.6,0,,,0,0,0.0,0,6,85.7,61,0,0,0,0,0,0,0.0,
Ricky Knight III,190572,CB,FLORIDA ST,2,12,0,167,0,,,100.0,,,0,0,,61.1,0,,,0,0,0.0,0,2,16.7,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,56.1,0,,,0,0,0.0,0,8,66.7,8,0,0,0,0,0,0,0.0,
Amaree Williams,190580,ED,FLORIDA ST,10,8,0,167,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,17,0,0,0,0,0,0,,,0,1,,,11.5,,,0,0,,63.5,0,,33.3,1,0,0.0,0,7,87.5,61,2,1,0,0,0,0,0.0,
Rae'mon Mosby,190594,CB,LOUISVILLE,4,18,0,210,0,6.0,100.0,100.0,5.0,5.0,0,0,0.0,33.9,0,21,0.0,0,0,118.8,1,5,27.8,5,0,1,1,0,21,15,4.2,21.0,0,0,,,100.0,,,0,0,,64.3,0,,,0,0,0.0,0,9,50.0,9,0,0,0,0,0,0,0.0,
Chris Gant Jr.,190610,S,NEW MEXICO,4,17,0,241,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.9,1,0,0,0,0,0,0,,,0,0,4.0,100.0,100.0,13.0,13.0,0,0,0.0,37.9,0,5,0.0,0,0,87.5,1,13,76.5,13,0,1,1,0,5,1,0.4,5.0
Quinton Hammonds,190613,S,N TEXAS,12,252,0,251,0,7.7,38.5,93.7,14.4,5.5,0,1,7.7,53.7,0,29,0.0,0,1,79.3,5,74,29.4,79,2,5,13,1,61,11,0.8,12.2,0,1,10.0,62.5,90.1,8.7,5.4,0,1,4.2,62.0,2,68,13.3,2,0,66.1,15,137,54.4,152,6,12,24,1,189,92,1.5,12.6
Zhaiylen Scott,190623,ED,N TEXAS,5,9,0,251,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,19,0,0,0,0,0,0,,,0,1,1.0,100.0,27.3,4.5,4.5,0,0,0.0,58.2,0,8,33.3,1,0,89.6,2,9,100.0,33,2,1,2,0,11,9,1.2,5.5
Gabe Stroud,190626,CB,N TEXAS,4,16,0,251,0,19.7,66.7,100.0,2.5,1.7,0,0,0.0,30.5,0,42,0.0,0,0,109.7,2,5,31.3,5,0,1,3,0,48,19,9.6,24.0,0,0,-1.0,100.0,100.0,8.0,8.0,0,0,0.0,64.6,0,5,,0,0,87.5,1,8,50.0,8,0,0,1,0,5,6,0.6,5.0
Baron Tipton,190627,WR,N TEXAS,1,1,0,251,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Wyatt Young,190632,WR,N TEXAS,1,1,0,251,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Kaleb Blanton,190634,LB,RICE,1,3,0,275,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.8,0,,100.0,1,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,
Ethan Brougham,190635,ED,RICE,4,2,0,275,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,18.2,,,0,0,,60.5,0,,,0,0,0.0,0,2,100.0,11,0,0,0,0,0,0,0.0,
Ephraim Dotson,190640,CB,RICE,6,64,0,275,0,16.5,50.0,100.0,15.0,7.5,0,0,0.0,57.1,0,1,,0,0,56.3,1,16,25.0,16,0,0,2,0,1,1,0.1,1.0,0,1,12.9,57.1,100.0,8.8,5.0,0,0,0.0,45.2,0,12,14.3,1,0,69.3,4,36,56.3,36,1,5,7,0,33,13,0.9,8.3
Bailey Fletcher,190641,S,RICE,4,45,0,275,1,,,100.0,,,0,0,,52.1,0,,0.0,0,0,0.0,0,9,20.0,9,0,0,0,0,0,0,0.0,,0,1,-0.5,75.0,97.0,9.7,7.3,0,0,0.0,57.2,0,11,40.0,2,0,97.9,3,32,71.1,33,1,2,4,0,32,33,1.1,10.7
LaVonte Johnson,190644,CB,RICE,4,38,0,275,0,17.0,100.0,100.0,6.5,6.5,0,0,0.0,50.2,0,26,,0,0,158.3,2,14,36.8,14,0,0,2,2,28,0,2.2,14.0,0,0,4.0,100.0,100.0,16.0,16.0,0,0,0.0,49.3,0,8,66.7,2,0,100.0,1,16,42.1,16,0,1,1,0,8,4,0.5,8.0
Tyree Alualu,190653,LB,TEMPLE,11,73,0,306,0,11.5,50.0,82.6,17.0,8.5,0,0,0.0,43.8,0,17,0.0,0,0,79.2,1,19,26.0,23,0,1,2,0,17,7,1.0,17.0,0,3,3.5,100.0,97.7,21.0,21.0,0,0,0.0,57.9,0,15,0.0,0,0,100.0,2,43,58.9,44,0,0,2,0,16,9,0.4,8.0
Sultan Badmus,190654,ED,TEMPLE,9,5,0,306,0,,,10.0,,,0,0,,63.1,0,,66.7,2,0,0.0,0,3,60.0,30,1,1,0,0,0,0,0.0,,0,0,,,2.9,,,0,0,,48.0,0,,,0,0,0.0,0,1,20.0,35,0,0,0,0,0,0,0.0,
Wesley Brown,190656,LB,TEMPLE,3,8,0,306,0,,,100.0,,,0,0,,61.3,0,,,0,0,0.0,0,3,37.5,3,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.2,0,,,0,0,0.0,0,3,37.5,3,0,0,0,0,0,0,0.0,
Denzel Chavis,190657,CB,TEMPLE,12,93,0,306,0,13.9,66.7,96.8,4.2,2.8,0,1,11.1,41.9,0,32,50.0,2,1,132.6,6,30,32.3,31,0,2,9,1,82,15,3.3,13.7,0,0,10.8,62.5,100.0,9.8,6.1,0,0,0.0,48.7,0,43,0.0,0,0,88.5,5,51,54.8,51,1,5,8,0,66,1,1.3,13.2
Adrian Laing,190664,CB,TEMPLE,8,43,0,306,0,12.5,0.0,100.0,,6.5,0,0,0.0,74.4,0,,,0,0,39.6,0,14,32.6,14,0,0,2,0,0,0,0.0,,0,1,10.0,66.7,100.0,4.8,3.2,0,0,0.0,86.0,2,59,0.0,0,0,109.7,4,20,46.5,20,1,2,6,1,81,55,4.3,20.3
Khalil Poteat,190669,ED,TEMPLE,10,4,0,306,0,,,3.3,,,0,0,,59.5,0,,,0,0,0.0,0,1,25.0,30,0,0,0,0,0,0,0.0,,0,0,,,1.4,,,0,0,,65.9,0,,0.0,0,0,0.0,0,1,25.0,69,3,2,0,0,0,0,0.0,
Russell Sykes IV,190672,ED,TEMPLE,12,6,0,306,1,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,22,0,0,0,0,0,0,,,0,0,,,10.3,,,0,0,,62.1,0,,0.0,0,0,0.0,0,4,66.7,39,2,1,0,0,0,0,0.0,
Kam Curry,190683,DI,TROY,14,4,0,318,0,,,6.5,,,0,0,,56.8,0,,,0,0,0.0,0,2,50.0,31,0,0,0,0,0,0,0.0,,0,0,,,2.4,,,0,0,,62.5,0,,50.0,1,0,0.0,0,2,50.0,84,1,1,0,0,0,0,0.0,
Keion Dunlap,190684,LB,TROY,1,1,0,318,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Jamel Fils-Aime,190685,DI,TROY,14,2,0,318,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,25,0,0,0,0,0,0,,,0,2,,,1.7,,,0,0,,56.6,0,,33.3,1,0,0.0,0,2,100.0,115,2,0,0,0,0,0,0.0,
Joe Lott,190691,S,TROY,11,127,0,318,0,-0.5,100.0,100.0,9.0,9.0,0,0,0.0,61.3,0,16,33.3,1,0,112.5,2,18,14.2,18,0,2,2,0,22,23,1.2,11.0,0,0,16.4,42.9,98.6,22.0,9.4,0,0,0.0,52.9,2,40,50.0,2,0,26.2,3,72,56.7,73,0,2,7,0,47,14,0.7,15.7
Marlin Odom,190698,CB,TROY,5,15,0,318,0,23.5,50.0,100.0,6.0,3.0,0,0,0.0,58.1,0,13,0.0,0,0,70.8,1,7,46.7,7,0,1,2,0,13,1,2.2,13.0,0,0,30.5,50.0,100.0,3.0,1.5,0,0,0.0,52.5,0,25,,0,0,95.8,1,3,20.0,3,0,0,2,0,25,3,8.3,25.0
Jabari Strait,190705,CB,TROY,8,55,0,318,0,,,100.0,,,0,0,,63.1,0,,,0,0,0.0,0,4,7.3,4,0,0,0,0,0,0,0.0,,0,0,27.3,25.0,100.0,37.0,9.3,0,2,50.0,69.6,0,8,0.0,0,2,39.6,1,37,67.3,37,0,2,4,0,8,2,0.2,8.0
Shemar Welch,190710,CB,TROY,2,14,0,318,0,,,100.0,,,0,0,,63.1,0,,0.0,0,0,0.0,0,2,14.3,2,0,1,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,75.6,0,,,0,0,0.0,0,8,57.1,8,0,0,0,0,0,0,0.0,
Dax Collins,190717,S,TULSA,5,26,0,320,1,,,66.7,,,0,0,,64.6,0,,0.0,0,0,0.0,0,10,38.5,15,0,0,0,0,0,0,0.0,,0,0,3.5,100.0,81.3,6.5,6.5,0,1,50.0,53.2,0,8,75.0,3,1,89.6,2,13,50.0,16,1,1,2,0,11,4,0.8,5.5
Buddha Garrett,190727,S,TULSA,6,61,0,320,0,9.0,100.0,74.1,9.0,9.0,0,0,0.0,52.4,0,24,50.0,1,0,158.3,2,20,32.8,27,1,1,2,1,39,21,2.2,19.5,0,0,8.6,100.0,93.5,5.6,5.6,0,0,0.0,51.4,0,25,25.0,1,0,118.8,5,29,47.5,31,0,3,5,0,80,37,2.9,16.0
Elijah Green,190729,CB,TULSA,12,391,0,320,0,6.9,72.7,100.0,8.6,6.3,0,2,18.2,64.0,1,20,0.0,0,1,83.0,8,72,18.4,72,1,6,11,2,49,11,0.7,6.1,0,2,11.7,60.5,100.0,9.5,5.7,1,8,18.6,76.3,3,66,0.0,0,7,63.5,26,257,65.7,257,3,23,43,1,334,106,1.4,12.8
Dedaunte Scott,190743,S,TULSA,2,9,0,320,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,63.2,0,,,0,0,0.0,0,6,66.7,6,0,0,0,0,0,0,0.0,
Will Smith,190747,ED,N TEXAS,4,3,0,251,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,,,20.0,,,0,0,,60.2,0,,,0,0,0.0,0,2,66.7,10,0,0,0,0,0,0,0.0,
Ashton Williams,190754,S,TULSA,12,78,0,320,1,,,100.0,,,0,0,,65.5,0,,0.0,0,0,0.0,0,13,16.7,13,0,0,0,0,0,0,0.0,,0,1,11.5,50.0,100.0,46.0,23.0,0,0,0.0,72.7,0,-1,14.3,1,0,56.3,1,50,64.1,50,2,5,2,0,-1,5,0.0,-1.0
Zach Williams,190755,S,TULSA,12,345,0,320,0,14.3,33.3,100.0,29.5,9.8,0,0,0.0,80.6,0,11,0.0,0,0,81.9,2,62,18.0,62,2,2,6,1,16,1,0.3,8.0,0,0,8.4,61.9,99.6,16.7,10.3,0,6,28.6,69.4,0,47,9.5,2,6,106.1,13,225,65.2,226,1,19,21,1,184,103,0.8,14.2
Tyderick Brown,190758,CB,FIU,2,8,0,166,0,,,100.0,,,0,0,,60.5,0,,,0,0,0.0,0,2,25.0,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.0,0,,,0,0,0.0,0,4,50.0,4,0,0,0,0,0,0,0.0,
Chris Burge,190760,ED,UAB,12,5,0,321,0,-2.0,100.0,2.3,1.0,1.0,0,0,0.0,65.9,0,3,0.0,0,0,79.2,1,1,20.0,44,3,1,1,0,3,5,3.0,3.0,0,1,-2.0,100.0,3.9,4.0,4.0,0,0,0.0,64.2,0,8,0.0,0,0,100.0,1,4,80.0,102,3,3,1,0,8,10,2.0,8.0
Kelvin Hill,190765,CB,GA TECH,13,248,0,176,0,15.1,33.3,91.0,11.6,3.9,0,2,13.3,51.0,0,55,0.0,0,2,77.9,5,61,24.6,67,0,1,15,1,93,36,1.6,18.6,0,0,3.9,78.6,91.8,12.6,9.9,0,0,0.0,68.1,0,24,8.3,1,0,101.8,11,145,58.5,158,8,11,14,0,118,56,0.8,10.7
J'Quan Mason,190773,ED,UAB,8,3,0,321,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,0,0,0,0,0,0,,,0,0,,,3.6,,,0,0,,62.3,0,,0.0,0,0,0.0,0,2,66.7,56,2,1,0,0,0,0,0.0,
Roy Williams,190777,CB,UAB,8,93,0,321,0,11.4,71.4,100.0,6.0,4.3,1,1,14.3,48.5,0,37,0.0,0,1,102.1,5,30,32.3,30,1,4,7,0,68,21,2.3,13.6,0,1,3.6,100.0,100.0,10.8,10.8,0,0,0.0,60.0,0,13,25.0,1,0,108.3,5,56,60.2,56,0,2,5,0,50,32,0.9,10.0
Nathanial Watson,190794,CB,COLORADO,2,2,0,143,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Darius Washington,190821,ED,HOUSTON,4,1,0,182,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,11.1,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,9,0,0,0,0,0,0,0.0,
Mason Curtis,190827,S,MICHIGAN,11,211,0,222,1,,,86.8,,,0,0,,75.7,0,,33.3,1,0,0.0,0,46,21.8,53,1,1,0,0,0,0,0.0,,0,3,11.5,40.0,97.3,26.3,10.5,0,1,10.0,67.5,1,48,8.3,1,1,22.5,4,108,51.2,111,2,8,10,0,64,21,0.6,16.0
Jo'Ziah Edmond,190828,CB,MICHIGAN,2,16,0,222,0,16.0,100.0,100.0,5.0,5.0,0,0,0.0,32.3,0,9,,0,0,143.8,1,6,37.5,6,0,0,1,1,9,0,1.8,9.0,0,1,-3.0,100.0,100.0,7.0,7.0,0,0,0.0,56.7,0,11,0.0,0,0,112.5,1,7,43.8,7,0,0,1,0,11,14,1.6,11.0
Lugard Edokpayi,190829,ED,MICHIGAN,5,1,0,222,0,,,16.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,6,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,9,0,0,0,0,0,0,,
Leroy Jackson,190850,DI,N CAROLINA,12,2,0,245,0,,,1.3,,,0,0,,60.4,0,,,0,0,0.0,0,1,50.0,78,0,0,0,0,0,0,0.0,,0,1,,,1.0,,,0,0,,63.4,0,,0.0,0,0,0.0,0,1,50.0,97,1,1,0,0,0,0,0.0,
Crews Law,190851,LB,MEMPHIS,10,64,0,218,0,,,50.0,,,0,0,,58.1,0,,100.0,1,0,0.0,0,10,15.6,20,0,0,0,0,0,0,0.0,,0,0,8.4,100.0,84.9,6.0,6.0,1,1,14.3,52.7,0,20,0.0,0,1,113.1,7,45,70.3,53,4,4,7,0,78,19,1.9,11.1
Ronnie Royal III,190870,S,NC STATE,11,256,0,248,3,6.9,85.7,95.3,9.3,8.0,0,1,14.3,60.5,0,18,20.0,2,0,98.8,6,61,23.8,64,0,5,7,0,54,25,1.0,9.0,0,1,12.9,72.2,98.3,13.0,9.4,0,0,0.0,48.1,1,42,6.7,1,0,90.0,13,178,69.5,181,2,13,18,0,220,72,1.3,16.9
Jack Trautmann,190895,ED,NWESTERN,4,3,0,256,0,,,16.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,6,0,0,0,0,0,0,0.0,,0,0,,,12.5,,,0,0,,60.0,0,,,0,0,0.0,0,2,66.7,16,0,0,0,0,0,0,0.0,
Koy Beasley,190900,S,MIAMI OH,14,406,0,221,1,9.8,50.0,100.0,18.7,9.3,0,3,25.0,76.7,1,24,0.0,0,3,67.7,6,122,30.0,122,1,2,12,2,55,13,0.5,9.2,0,2,5.7,54.5,100.0,39.2,21.4,0,0,0.0,66.3,0,19,23.5,4,0,90.3,6,242,59.6,242,1,11,11,1,24,11,0.1,4.0
Tarrion Grant,190903,CB,TEXAS TECH,5,22,0,315,0,,,100.0,,,0,0,,60.6,0,,,0,0,0.0,0,2,9.1,2,0,0,0,0,0,0,0.0,,0,0,18.0,33.3,100.0,8.0,2.7,0,1,33.3,56.0,0,38,0.0,0,1,81.9,1,9,40.9,9,0,1,3,0,38,3,4.8,38.0
Hudauri Hines,190908,CB,PURDUE,12,310,0,273,0,19.0,52.6,100.0,7.6,4.0,0,3,15.8,48.7,0,72,33.3,2,2,133.1,10,80,25.8,80,1,4,19,2,273,99,3.6,27.3,0,0,10.9,63.0,100.0,10.9,6.9,0,2,7.4,65.3,1,61,0.0,0,2,115.7,17,191,61.6,191,3,12,27,3,256,128,1.4,15.1
Earl Kulp,190916,CB,TEMPLE,6,17,0,306,1,,,100.0,,,0,0,,66.0,0,,0.0,0,0,0.0,0,7,41.2,7,0,0,0,0,0,0,0.0,,0,0,12.0,50.0,100.0,7.0,3.5,0,0,0.0,38.5,0,18,0.0,0,0,81.3,1,9,52.9,9,0,1,2,0,18,7,2.6,18.0
Jacob Cosby-Mosley,190944,S,WAKE,1,2,0,339,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Andrew Hines III,190951,LB,BOWL GREEN,8,98,0,122,0,,,56.3,,,0,0,,64.2,0,,100.0,1,0,0.0,0,18,18.4,32,1,0,0,0,0,0,0.0,,0,1,7.6,80.0,97.1,16.5,13.2,0,0,0.0,52.8,0,23,0.0,0,0,106.7,4,67,68.4,69,0,1,5,0,48,13,0.7,12.0
Whittman Whaley,190959,LB,WAKE,1,10,0,339,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,10.0,1,0,0,0,0,0,0,0.0,,0,0,,,87.5,,,0,0,,51.7,0,,100.0,1,0,0.0,0,7,70.0,8,0,0,0,0,0,0,0.0,
Malcolm DeWalt IV,190966,CB,AKRON,12,300,0,102,0,9.8,36.4,100.0,12.3,4.5,0,1,9.1,56.3,0,39,0.0,0,1,82.8,4,52,17.3,52,1,2,11,1,53,24,1.1,13.3,0,1,13.2,60.0,99.1,13.5,8.1,1,5,20.0,75.9,1,45,0.0,0,4,80.6,15,209,69.7,211,5,15,25,1,191,26,0.9,12.7
Dahvon Frazier,190968,ED,AKRON,11,25,0,102,0,,,31.6,,,0,0,,62.4,0,,,0,0,0.0,0,6,24.0,19,0,0,0,0,0,0,0.0,,0,1,9.5,50.0,26.7,16.0,8.0,0,0,0.0,54.2,0,14,0.0,0,0,72.9,1,16,64.0,60,0,1,2,0,14,0,0.9,14.0
Jahvon Frazier,190969,ED,AKRON,10,3,0,102,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,,,7.1,,,0,0,,60.4,0,,,0,0,0.0,0,2,66.7,28,0,0,0,0,0,0,0.0,
Jason Hocker,190972,LB,AKRON,3,9,0,102,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,11.1,1,0,0,0,0,0,0,0.0,,0,0,4.0,100.0,72.7,8.0,8.0,0,0,0.0,45.2,0,13,100.0,1,0,118.8,1,8,88.9,11,0,0,1,0,13,9,1.6,13.0
Ronald Hull,190973,DI,AKRON,12,1,0,102,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,53,0,0,0,0,0,0,,,0,0,,,0.5,,,0,0,,59.2,0,,66.7,2,0,0.0,0,1,100.0,187,2,1,0,0,0,0,0.0,
Keyveon Johnson,190974,CB,AKRON,2,2,0,102,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Josira Andrews,191001,CB,BOWL GREEN,2,20,0,122,0,3.5,50.0,100.0,4.0,2.0,0,0,0.0,54.0,0,9,100.0,1,0,62.5,1,4,20.0,4,0,0,2,0,9,6,2.3,9.0,0,0,17.0,66.7,100.0,7.5,5.0,0,0,0.0,67.5,0,12,0.0,0,0,81.3,2,15,75.0,15,0,4,3,0,17,1,1.1,8.5
Tysen Campbell,191027,S,C MICHIGAN,1,2,0,134,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.8,0,,,0,0,0.0,0,2,100.0,2,0,0,0,0,0,0,0.0,
Victor Earl,191030,LB,C MICHIGAN,8,34,0,134,0,,,85.7,,,0,0,,62.7,0,,,0,0,0.0,0,6,17.6,7,0,0,0,0,0,0,0.0,,0,0,4.3,66.7,78.3,9.0,6.0,0,0,0.0,52.6,0,14,0.0,0,0,86.8,2,18,52.9,23,0,2,3,0,21,20,1.2,10.5
Keyton Jones,191033,CB,C MICHIGAN,2,7,0,134,0,14.0,0.0,100.0,,2.0,0,0,0.0,53.8,0,,,0,0,39.6,0,3,42.9,3,0,0,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.1,0,,,0,0,0.0,0,3,42.9,3,0,0,0,0,0,0,0.0,
Landon Swanson,191047,ED,C MICHIGAN,4,3,0,134,0,,,16.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,6,0,0,0,0,0,0,0.0,,0,0,,,11.1,,,0,0,,60.3,0,,,0,0,0.0,0,2,66.7,18,1,0,0,0,0,0,0.0,
Chance Harrison,191057,S,COLO STATE,8,27,0,144,0,7.0,100.0,94.4,3.2,3.2,0,0,0.0,43.9,0,20,33.3,1,0,115.0,5,17,63.0,18,0,2,5,0,58,23,3.6,11.6,0,0,12.0,0.0,100.0,,6.0,0,0,0.0,72.6,0,,0.0,0,0,39.6,0,6,22.2,6,0,1,1,0,0,0,0.0,
Chris Jackson,191059,CB,COLO STATE,4,16,0,144,0,0.7,66.7,73.3,5.0,3.3,0,0,0.0,70.7,0,5,0.0,0,0,70.1,2,11,68.8,15,2,2,3,0,8,9,0.8,4.0,0,0,,,100.0,,,0,0,,61.1,0,,,0,0,0.0,0,2,12.5,2,0,0,0,0,0,0,0.0,
