year,week,player,team,conf,opp,pts,opp_pts,yds,att
2024,9,Danny Lauter,Georgetown,Patriot,Bucknell,21,20,130.0,23.0
2024,9, Team,Georgetown,Patriot,Bucknell,21,20,0.0,1.0
2024,9,Kaleb Jackson,Charleston Southern,Big South-OVC,Tennessee Tech,23,28,213.0,29.0
2024,9,Dylan Laible,Tennessee Tech,Big South-OVC,Charleston Southern,28,23,175.0,16.0
2024,9,Katin Houser,East Carolina,American Athletic,Temple,56,34,269.0,29.0
2024,9,Evan Simon,Temple,American Athletic,East Carolina,34,56,294.0,41.0
2024,9,Blaine Hipa,Princeton,Ivy,Harvard,13,45,145.0,24.0
2024,9,Jaden Craig,Harvard,Ivy,Princeton,45,13,345.0,33.0
2024,9,JaCobian Morgan,Jackson State,SWAC,Bethune-Cookman,37,17,138.0,18.0
2024,9,Cam'Ron McCoy,Jackson State,SWAC,Bethune-Cookman,37,17,26.0,7.0
2024,9,Luke Sprague,Bethune-Cookman,SWAC,Jackson State,17,37,190.0,23.0
2024,9,Tyler Riddell,Gardner-Webb,Big South-OVC,Southeast Missouri State,24,30,167.0,31.0
2024,9,Paxton DeLaurent,Southeast Missouri State,Big South-OVC,Gardner-Webb,30,24,312.0,58.0
2024,9,Darius Wilson,William & Mary,CAA,Stony Brook,13,35,197.0,19.0
2024,9,Tyler Hughes,William & Mary,CAA,Stony Brook,13,35,37.0,7.0
2024,9,Tyler Knoop,Stony Brook,CAA,William & Mary,35,13,240.0,26.0
2024,9,Nate Glantz,Lindenwood,Big South-OVC,Western Illinois,49,38,183.0,16.0
2024,9,Nate Lamb,Western Illinois,Big South-OVC,Lindenwood,38,49,564.0,55.0
2024,9,Walker Harris,North Carolina Central,MEAC,Morgan State,16,7,216.0,31.0
2024,9,J'mari Taylor,North Carolina Central,MEAC,Morgan State,16,7,0.0,1.0
2024,9,Tahj Smith,Morgan State,MEAC,North Carolina Central,7,16,102.0,23.0
2024,9,Cole Gonzales,Western Carolina,Southern,Mercer,34,44,395.0,47.0
2024,9,Taron Dickens,Western Carolina,Southern,Mercer,34,44,0.0,1.0
2024,9,Whitt Newbauer,Mercer,Southern,Western Carolina,44,34,234.0,21.0
2024,9,Kareem Keye,Alabama State,SWAC,Alabama A&M,27,19,131.0,20.0
2024,9,Xaiver Lankford,Alabama A&M,SWAC,Alabama State,19,27,207.0,26.0
2024,9,Cornelious Brown,Alabama A&M,SWAC,Alabama State,19,27,102.0,11.0
2024,9,Barry White,Alabama A&M,SWAC,Alabama State,19,27,0.0,1.0
2024,9,Cooper Legas,Tulsa,American Athletic,UTSA,46,45,333.0,31.0
2024,9,Kirk Francis,Tulsa,American Athletic,UTSA,46,45,37.0,13.0
2024,9,Owen McCown,UTSA,American Athletic,Tulsa,45,46,434.0,50.0
2024,9,Eddie Lee Marburger,UTSA,American Athletic,Tulsa,45,46,9.0,1.0
2024,9,Victor Gabalis,Tarleton State,UAC,Austin Peay,27,17,264.0,30.0
2024,9,Austin Smith,Austin Peay,UAC,Tarleton State,17,27,255.0,38.0
2024,9,Romon Copeland,Austin Peay,UAC,Tarleton State,17,27,0.0,1.0
2024,9,Devon Dampier,New Mexico,Mountain West,Colorado State,6,17,319.0,40.0
2024,9,Brayden Fowler-Nicolosi,Colorado State,Mountain West,New Mexico,17,6,142.0,20.0
2024,9,Simon Romfo,North Dakota,MVFC,Youngstown State,40,41,212.0,24.0
2024,9,Beau Brungard,Youngstown State,MVFC,North Dakota,41,40,72.0,12.0
2024,9, Team,Youngstown State,MVFC,North Dakota,41,40,0.0,1.0
2024,9,Noah Bodden,Southern,SWAC,Florida A&M,6,24,45.0,18.0
2024,9,Czavian Teasett,Southern,SWAC,Florida A&M,6,24,38.0,9.0
2024,9,Daniel Richardson,Florida A&M,SWAC,Southern,24,6,274.0,32.0
2024,9,Junior Muratovic,Florida A&M,SWAC,Southern,24,6,4.0,2.0
2024,9,Kyron Drones,Virginia Tech,ACC,Georgia Tech,21,6,128.0,27.0
2024,9,Jaylin Lane,Virginia Tech,ACC,Georgia Tech,21,6,6.0,1.0
2024,9,Aaron Philo,Georgia Tech,ACC,Virginia Tech,6,21,184.0,26.0
2024,9,Zach Pyron,Georgia Tech,ACC,Virginia Tech,6,21,76.0,22.0
2024,9,Zeon Chriss,Houston,Big 12,Utah,17,14,61.0,13.0
2024,9,Isaac Wilson,Utah,Big 12,Houston,14,17,171.0,22.0
2024,9,Brandon Rose,Utah,Big 12,Houston,14,17,45.0,15.0
2024,9,Camden Coleman,Richmond,CAA,Bryant,41,14,278.0,16.0
2024,9,Ashten Snelsire,Richmond,CAA,Bryant,41,14,23.0,4.0
2024,9,Brennan Myer,Bryant,CAA,Richmond,14,41,121.0,16.0
2024,9,Michael Chandler II,Campbell,CAA,North Carolina A&T,21,7,111.0,12.0
2024,9,Chad Mascoe II,Campbell,CAA,North Carolina A&T,21,7,86.0,4.0
2024,9,Justin Fomby,North Carolina A&T,CAA,Campbell,7,21,185.0,40.0
2024,9,Laquan Veney,North Carolina A&T,CAA,Campbell,7,21,35.0,1.0
2024,9,Matt Morrissey,Eastern Kentucky,UAC,Utah Tech,28,17,75.0,18.0
2024,9,Bronson Barben,Utah Tech,UAC,Eastern Kentucky,17,28,231.0,39.0
2024,9,Reggie Graff,Utah Tech,UAC,Eastern Kentucky,17,28,0.0,1.0
2024,9,Brady Hammonds,VMI,Southern,Chattanooga,10,31,134.0,22.0
2024,9,JoJo Crump,VMI,Southern,Chattanooga,10,31,0.0,2.0
2024,9,Chase Artopoeus,Chattanooga,Southern,VMI,31,10,114.0,26.0
2024,9,Jaylen King,East Tennessee State,Southern,Wofford,24,7,198.0,32.0
2024,9,Nate Brackett,East Tennessee State,Southern,Wofford,24,7,0.0,1.0
2024,9,Bryce Corriston,Wofford,Southern,East Tennessee State,7,24,103.0,19.0
2024,9,Jacob Clark,Missouri State,MVFC,Northern Iowa,49,42,275.0,29.0
2024,9,Matthew Schecklman,Northern Iowa,MVFC,Missouri State,42,49,270.0,30.0
2024,9,Mark Gronowski,South Dakota State,MVFC,South Dakota,20,17,163.0,27.0
2024,9, Team,South Dakota State,MVFC,South Dakota,20,17,0.0,1.0
2024,9,Chase Mason,South Dakota State,MVFC,South Dakota,20,17,0.0,1.0
2024,9,Aidan Bouman,South Dakota,MVFC,South Dakota State,17,20,163.0,32.0
2024,9,Carter Bell,South Dakota,MVFC,South Dakota State,17,20,30.0,1.0
2024,9,Travis Theis,South Dakota,MVFC,South Dakota State,17,20,0.0,2.0
2024,9,Quincy Crittendon,Samford,Southern,The Citadel,11,28,223.0,36.0
2024,9,Johnathan Bennett,The Citadel,Southern,Samford,28,11,134.0,18.0
2024,9,Luke Durkin,Davidson,Pioneer,Butler,38,48,155.0,14.0
2024,9,Andrew Frazier,Davidson,Pioneer,Butler,38,48,80.0,9.0
2024,9,Aaron Maione,Davidson,Pioneer,Butler,38,48,18.0,1.0
2024,9,Reagan Andrew,Butler,Pioneer,Davidson,48,38,112.0,15.0
2024,9,Nick Howard,Butler,Pioneer,Davidson,48,38,65.0,3.0
2024,9,Ja'Shawn Scroggins,Howard,MEAC,Norfolk State,20,21,159.0,21.0
2024,9,Jalen Daniels,Norfolk State,MEAC,Howard,21,20,117.0,14.0
2024,9,Anthony Chiccitt,Robert Morris,NEC,Saint Francis,17,0,197.0,29.0
2024,9,Zach Tanner,Robert Morris,NEC,Saint Francis,17,0,23.0,4.0
2024,9,Nick Whitfield Jr.,Saint Francis,NEC,Robert Morris,0,17,69.0,26.0
2024,9,Jeff Hoenstine,Saint Francis,NEC,Robert Morris,0,17,0.0,1.0
2024,9,Ayden Pereira,Merrimack,FCS Independents,Colgate,51,17,292.0,20.0
2024,9,Jake Stearney,Colgate,Patriot,Merrimack,17,51,155.0,28.0
2024,9,Matthew Downing,Elon,CAA,Hampton,21,41,181.0,14.0
2024,9,Jack Salopek,Elon,CAA,Hampton,21,41,15.0,9.0
2024,9,Malcolm Mays,Hampton,CAA,Elon,41,21,62.0,17.0
2024,9,Christopher Zellous,Hampton,CAA,Elon,41,21,42.0,8.0
2024,9,Sean Brown,Towson,CAA,Monmouth,26,14,243.0,36.0
2024,9,Derek Robertson,Monmouth,CAA,Towson,14,26,305.0,46.0
2024,9,Barry Kleinpeter,New Hampshire,CAA,Villanova,6,14,125.0,22.0
2024,9,Connor Watkins,Villanova,CAA,New Hampshire,14,6,112.0,13.0
2024,9,Collin Hurst,Presbyterian,Pioneer,Stetson,42,14,297.0,22.0
2024,9,Jalen Patrick,Presbyterian,Pioneer,Stetson,42,14,35.0,1.0
2024,9,Warner Bush,Presbyterian,Pioneer,Stetson,42,14,2.0,1.0
2024,9, Team,Presbyterian,Pioneer,Stetson,42,14,0.0,1.0
2024,9,Brady Meitz,Stetson,Pioneer,Presbyterian,14,42,287.0,54.0
2024,9,Max Brosmer,Minnesota,Big Ten,Maryland,48,23,320.0,33.0
2024,9, Team,Minnesota,Big Ten,Maryland,48,23,0.0,1.0
2024,9,Billy Edwards,Maryland,Big Ten,Minnesota,23,48,201.0,35.0
2024,9,MJ Morris,Maryland,Big Ten,Minnesota,23,48,122.0,8.0
2024,9,Avery Johnson,Kansas State,Big 12,Kansas,29,27,253.0,34.0
2024,9,Jalon Daniels,Kansas,Big 12,Kansas State,27,29,209.0,31.0
2024,9,T.J. Smith,North Alabama,UAC,Central Arkansas,19,24,191.0,30.0
2024,9,Ben Harris,North Alabama,UAC,Central Arkansas,19,24,55.0,4.0
2024,9,Will McElvain,Central Arkansas,UAC,North Alabama,24,19,250.0,31.0
2024,9,Eli Brickhandler,Houston Christian,Southland,Stephen F. Austin,6,55,69.0,12.0
2024,9,CJ Rogers,Houston Christian,Southland,Stephen F. Austin,6,55,34.0,13.0
2024,9,Cutter Stewart,Houston Christian,Southland,Stephen F. Austin,6,55,23.0,5.0
2024,9,Sam Vidlak,Stephen F. Austin,Southland,Houston Christian,55,6,316.0,28.0
2024,9,Gavin Rutherford,Stephen F. Austin,Southland,Houston Christian,55,6,14.0,2.0
2024,9,Braedyn Locke,Wisconsin,Big Ten,Penn State,13,28,217.0,42.0
2024,9,Drew Allar,Penn State,Big Ten,Wisconsin,28,13,148.0,18.0
2024,9,Beau Pribula,Penn State,Big Ten,Wisconsin,28,13,98.0,13.0
2024,9,Cameron Ward,Miami,ACC,Florida State,36,14,208.0,35.0
2024,9,Elijah Arroyo,Miami,ACC,Florida State,36,14,7.0,1.0
2024,9,Luke Kromenhoek,Florida State,ACC,Miami,14,36,61.0,14.0
2024,9,Brock Glenn,Florida State,ACC,Miami,14,36,54.0,18.0
2024,9,Danny O'Neil,San Diego State,Mountain West,Washington State,26,29,195.0,34.0
2024,9,Javance Tupou'ata-Johnson,San Diego State,Mountain West,Washington State,26,29,41.0,5.0
2024,9,Jordan Napier,San Diego State,Mountain West,Washington State,26,29,27.0,1.0
2024,9,D.J. Herman,San Diego State,Mountain West,Washington State,26,29,21.0,1.0
2024,9,John Mateer,Washington State,Pac-12,San Diego State,29,26,257.0,27.0
2024,9,Myles Burkett,UAlbany,CAA,Delaware,14,28,208.0,28.0
2024,9,Trey Lindsey,UAlbany,CAA,Delaware,14,28,0.0,1.0
2024,9,Nick Minicucci,Delaware,CAA,UAlbany,28,14,173.0,27.0
2024,9,Quincy Casey,West Georgia,UAC,Southern Utah,17,28,139.0,22.0
2024,9,Davin Wydner,West Georgia,UAC,Southern Utah,17,28,103.0,10.0
2024,9,Jackson Berry,Southern Utah,UAC,West Georgia,28,17,257.0,20.0
2024,9,Pat McQuaide,Nicholls,Southland,McNeese,24,19,178.0,34.0
2024,9,Kamden Sixkiller,McNeese,Southland,Nicholls,19,24,233.0,40.0
2024,9,Ty'Jarian Williams,Mississippi Valley State,SWAC,Arkansas-Pine Bluff,21,35,159.0,21.0
2024,9,Mekhi Hagens,Arkansas-Pine Bluff,SWAC,Mississippi Valley State,35,21,204.0,16.0
2024,9,DJ Stevenson,Arkansas-Pine Bluff,SWAC,Mississippi Valley State,35,21,17.0,3.0
2024,9,Darius Perrantes,Duquesne,NEC,Stonehill,48,34,412.0,34.0
2024,9,Jack O'Connell,Stonehill,NEC,Duquesne,34,48,231.0,26.0
2024,9,Jaylen Raynor,Arkansas State,Sun Belt,Troy,34,31,349.0,40.0
2024,9,Matthew Caldwell,Troy,Sun Belt,Arkansas State,31,34,304.0,33.0
2024,9,Mikey Keene,Fresno State,Mountain West,San José State,33,10,275.0,41.0
2024,9,Walker Eget,San José State,Mountain West,Fresno State,10,33,202.0,31.0
2024,9,Emmett Brown,San José State,Mountain West,Fresno State,10,33,66.0,16.0
2024,9,Xavier Ward,San José State,Mountain West,Fresno State,10,33,16.0,3.0
2024,9,Parker Navarro,Ohio,Mid-American,Buffalo,47,16,231.0,19.0
2024,9,CJ Ogbonna,Buffalo,Mid-American,Ohio,16,47,257.0,39.0
2024,9,Joey Aguilar,App State,Sun Belt,Georgia State,33,26,299.0,27.0
2024,9,Zach Gibson,Georgia State,Sun Belt,App State,26,33,192.0,22.0
2024,9,Brett Gabbert,Miami (OH),Mid-American,Central Michigan,46,7,165.0,12.0
2024,9,Henry Hesson,Miami (OH),Mid-American,Central Michigan,46,7,76.0,12.0
2024,9,Tyler Jefferson,Central Michigan,Mid-American,Miami (OH),7,46,62.0,17.0
2024,9,Alonza Barnett,James Madison,Sun Belt,Southern Miss,32,15,135.0,25.0
2024,9,Taji Hudson,James Madison,Sun Belt,Southern Miss,32,15,23.0,1.0
2024,9,Ethan Crawford,Southern Miss,Sun Belt,James Madison,15,32,178.0,34.0
2024,9,Ben Finley,Akron,Mid-American,Eastern Michigan,25,21,122.0,23.0
2024,9,Tahj Bullock,Akron,Mid-American,Eastern Michigan,25,21,36.0,3.0
2024,9,Cole Snyder,Eastern Michigan,Mid-American,Akron,21,25,346.0,47.0
2024,9,Shedeur Sanders,Colorado,Big 12,Cincinnati,34,23,323.0,30.0
2024,9,Brendan Sorsby,Cincinnati,Big 12,Colorado,23,34,180.0,30.0
2024,9,Maalik Murphy,Duke,ACC,SMU,27,28,295.0,48.0
2024,9,Kevin Jennings,SMU,ACC,Duke,28,27,258.0,24.0
2024,9,Jacolby Criswell,North Carolina,ACC,Virginia,41,14,293.0,30.0
2024,9,Anthony Colandrea,Virginia,ACC,North Carolina,14,41,156.0,28.0
2024,9,Tony Muskett,Virginia,ACC,North Carolina,14,41,125.0,13.0
2024,9,Ashton Daniels,Stanford,ACC,Wake Forest,24,27,214.0,31.0
2024,9,Elijah Brown,Stanford,ACC,Wake Forest,24,27,24.0,9.0
2024,9,Hank Bachmeier,Wake Forest,ACC,Stanford,27,24,245.0,30.0
2024,9,Sawyer Robertson,Baylor,Big 12,Oklahoma State,38,28,222.0,19.0
2024,9,Nate Bennett,Baylor,Big 12,Oklahoma State,38,28,0.0,1.0
2024,9,Alan Bowman,Oklahoma State,Big 12,Baylor,28,38,359.0,42.0
2024,9,Josh Hoover,TCU,Big 12,Texas Tech,35,34,344.0,32.0
2024,9,Behren Morton,Texas Tech,Big 12,TCU,34,35,137.0,22.0
2024,9,Will Hammond,Texas Tech,Big 12,TCU,34,35,121.0,15.0
2024,9,Coy Eakin,Texas Tech,Big 12,TCU,34,35,0.0,1.0
2024,9,Dylan Rizk,UCF,Big 12,BYU,24,37,102.0,10.0
2024,9,Jacurri Brown,UCF,Big 12,BYU,24,37,96.0,17.0
2024,9,Jake Retzlaff,BYU,Big 12,UCF,37,24,228.0,24.0
2024,9,Kadin Semonza,Ball State,Mid-American,Northern Illinois,25,23,211.0,33.0
2024,9,Kiael Kelly,Ball State,Mid-American,Northern Illinois,25,23,11.0,1.0
2024,9,Ethan Hampton,Northern Illinois,Mid-American,Ball State,23,25,176.0,32.0
2024,9,Josh Holst,Northern Illinois,Mid-American,Ball State,23,25,64.0,10.0
2024,9,Tucker Gleason,Toledo,Mid-American,Bowling Green,26,41,320.0,45.0
2024,9,Connor Bazelak,Bowling Green,Mid-American,Toledo,41,26,171.0,27.0
2024,9,Lucian Anderson III,Bowling Green,Mid-American,Toledo,41,26,16.0,1.0
2024,9,Hayden Wolff,Western Michigan,Mid-American,Kent State,52,21,208.0,21.0
2024,9,Broc Lowry,Western Michigan,Mid-American,Kent State,52,21,13.0,3.0
2024,9,Tommy Ulatowski,Kent State,Mid-American,Western Michigan,21,52,114.0,24.0
2024,9,Chrishon Mccray,Kent State,Mid-American,Western Michigan,21,52,0.0,1.0
2024,9,Giovanni Lopez,South Alabama,Sun Belt,UL Monroe,46,17,168.0,30.0
2024,9,Aidan Armenta,UL Monroe,Sun Belt,South Alabama,17,46,149.0,23.0
2024,9,Hunter Herring,UL Monroe,Sun Belt,South Alabama,17,46,0.0,1.0
2024,9,Kyle McCord,Syracuse,ACC,Pittsburgh,13,41,321.0,64.0
2024,9,Eli Holstein,Pittsburgh,ACC,Syracuse,41,13,108.0,15.0
2024,9,Nate Yarnell,Pittsburgh,ACC,Syracuse,41,13,36.0,7.0
2024,9,Fernando Mendoza,California,ACC,Oregon State,44,7,364.0,36.0
2024,9,Chandler Rogers,California,ACC,Oregon State,44,7,0.0,1.0
2024,9,Ben Gulbranson,Oregon State,Pac-12,California,7,44,131.0,20.0
2024,9,Gabarri Johnson,Oregon State,Pac-12,California,7,44,6.0,2.0
2024,9,Gevani McCoy,Oregon State,Pac-12,California,7,44,3.0,5.0
2024,9,Trent Walker,Oregon State,Pac-12,California,7,44,0.0,1.0
2024,9,Noah Fifita,Arizona,Big 12,West Virginia,26,31,294.0,32.0
2024,9,Tetairoa Mcmillan,Arizona,Big 12,West Virginia,26,31,14.0,2.0
2024,9,Nicco Marchiol,West Virginia,Big 12,Arizona,31,26,198.0,22.0
2024,9,Tak Tateoka,St. Thomas (MN),Pioneer,San Diego,34,14,105.0,18.0
2024,9,Grif Wurtz,St. Thomas (MN),Pioneer,San Diego,34,14,11.0,1.0
2024,9,Grant Sergent,San Diego,Pioneer,St. Thomas (MN),14,34,144.0,26.0
2024,9,Cole Freeman,Columbia,Ivy,Dartmouth,21,24,173.0,30.0
2024,9,Chase Goodwin,Columbia,Ivy,Dartmouth,21,24,79.0,11.0
2024,9,Grayson Saunier,Dartmouth,Ivy,Columbia,24,21,70.0,15.0
2024,9,Quaterius Hawkins,Northwestern State,Southland,Lamar,10,42,139.0,25.0
2024,9,Kareame Cotton Jr,Northwestern State,Southland,Lamar,10,42,92.0,13.0
2024,9,Robert Coleman,Lamar,Southland,Northwestern State,42,10,202.0,14.0
2024,9,Jakolby Longino,Lamar,Southland,Northwestern State,42,10,23.0,3.0
2024,9,Liam O'Brien,Pennsylvania,Ivy,Yale,10,31,91.0,13.0
2024,9,Aidan Sayin,Pennsylvania,Ivy,Yale,10,31,0.0,3.0
2024,9,Karson Siqueiros-Lasky,Pennsylvania,Ivy,Yale,10,31,0.0,4.0
2024,9,Grant Jordan,Yale,Ivy,Pennsylvania,31,10,289.0,30.0
2024,9,Jack Layne,Idaho,Big Sky,Eastern Washington,38,28,235.0,28.0
2024,9,Kekoa Visperas,Eastern Washington,Big Sky,Idaho,28,38,156.0,14.0
2024,9,Jared Taylor,Eastern Washington,Big Sky,Idaho,28,38,17.0,4.0
2024,9,Thomas Castellanos,Boston College,ACC,Louisville,27,31,164.0,28.0
2024,9,Tyler Shough,Louisville,ACC,Boston College,31,27,332.0,38.0
2024,9,Maddux Madsen,Boise State,Mountain West,UNLV,29,24,209.0,33.0
2024,9,Hajj-Malik Williams,UNLV,Mountain West,Boise State,24,29,179.0,21.0
2024,9,Cameron Friel,UNLV,Mountain West,Boise State,24,29,0.0,1.0
2024,9,Miller Moss,USC,Big Ten,Rutgers,42,20,308.0,28.0
2024,9,Athan Kaliakmanis,Rutgers,Big Ten,USC,20,42,313.0,47.0
2024,9,Jace Wilson,Texas Southern,SWAC,Grambling,24,17,128.0,18.0
2024,9,Jordan Davis,Texas Southern,SWAC,Grambling,24,17,49.0,1.0
2024,9,Deljay Bailey,Grambling,SWAC,Texas Southern,17,24,70.0,12.0
2024,9,Myles Crawley,Grambling,SWAC,Texas Southern,17,24,28.0,2.0
2024,9,Ashton Frye,Grambling,SWAC,Texas Southern,17,24,4.0,1.0
2024,9,Elijah Owens,Indiana State,MVFC,Southern Illinois,20,17,78.0,17.0
2024,9, Team,Indiana State,MVFC,Southern Illinois,20,17,0.0,1.0
2024,9,Jake Curry,Southern Illinois,MVFC,Indiana State,17,20,171.0,28.0
2024,9,Michael Lindauer,Southern Illinois,MVFC,Indiana State,17,20,10.0,2.0
2024,9,Kobe Tracy,Idaho State,Big Sky,Sacramento State,30,27,290.0,38.0
2024,9,Hunter Hays,Idaho State,Big Sky,Sacramento State,30,27,0.0,1.0
2024,9,Carson Conklin,Sacramento State,Big Sky,Idaho State,27,30,270.0,40.0
2024,9,Kia'i Keone,Northern Colorado,Big Sky,Montana,0,24,153.0,31.0
2024,9,Keali'i Ah Yat,Montana,Big Sky,Northern Colorado,24,0,149.0,22.0
2024,9,Logan Fife,Montana,Big Sky,Northern Colorado,24,0,48.0,8.0
2024,9,Devin Farrell,Rhode Island,CAA,Maine,24,14,202.0,24.0
2024,9,Carter Peevy,Maine,CAA,Rhode Island,14,24,279.0,39.0
2024,9,Will Madonna,East Texas A&M,Southland,Prairie View A&M,27,34,178.0,30.0
2024,9,Ron Peace,East Texas A&M,Southland,Prairie View A&M,27,34,167.0,26.0
2024,9,Jaden Johnson,Prairie View A&M,SWAC,East Texas A&M,34,27,236.0,20.0
2024,9,Jalen Milroe,Alabama,SEC,Missouri,34,0,215.0,26.0
2024,9,Drew Pyne,Missouri,SEC,Alabama,0,34,42.0,12.0
2024,9,Brady Cook,Missouri,SEC,Alabama,0,34,30.0,12.0
2024,9,Tyler Huff,Jacksonville State,Conference USA,Middle Tennessee,42,20,137.0,18.0
2024,9,Nick Vattiato,Middle Tennessee,Conference USA,Jacksonville State,20,42,297.0,36.0
2024,9,Deshawn Purdie,Charlotte,American Athletic,Memphis,28,33,152.0,14.0
2024,9,Max Brown,Charlotte,American Athletic,Memphis,28,33,38.0,8.0
2024,9,Seth Henigan,Memphis,American Athletic,Charlotte,33,28,212.0,32.0
2024,9,Diego Pavia,Vanderbilt,SEC,Texas,24,27,143.0,29.0
2024,9,Nate Johnson,Vanderbilt,SEC,Texas,24,27,12.0,2.0
2024,9,Quinn Ewers,Texas,SEC,Vanderbilt,27,24,288.0,37.0
2024,9,Kinkead Dent,UT Martin,Big South-OVC,Eastern Illinois,52,17,248.0,22.0
2024,9,Julian Calvez,UT Martin,Big South-OVC,Eastern Illinois,52,17,0.0,1.0
2024,9,Pierce Holley,Eastern Illinois,Big South-OVC,UT Martin,17,52,348.0,54.0
2024,9,Eric Phoenix,South Carolina State,MEAC,Delaware State,69,35,341.0,21.0
2024,9,Ryan Stubblefield,South Carolina State,MEAC,Delaware State,69,35,87.0,5.0
2024,9,Jai'Que Hart,South Carolina State,MEAC,Delaware State,69,35,49.0,7.0
2024,9,Jaden Stewart,Delaware State,MEAC,South Carolina State,35,69,66.0,7.0
2024,9,Mikal Davis,Delaware State,MEAC,South Carolina State,35,69,60.0,18.0
2024,9,Eli Sawyer,SE Louisiana,Southland,Incarnate Word,31,34,207.0,42.0
2024,9,Justin Dumas,SE Louisiana,Southland,Incarnate Word,31,34,22.0,1.0
2024,9, Team,SE Louisiana,Southland,Incarnate Word,31,34,0.0,1.0
2024,9,Zach Calzada,Incarnate Word,Southland,SE Louisiana,34,31,238.0,31.0
2024,9,Nathan Hayes,North Dakota State,MVFC,Murray State,59,6,141.0,15.0
2024,9,Cam Miller,North Dakota State,MVFC,Murray State,59,6,128.0,5.0
2024,9,Jayden Johannsen,Murray State,MVFC,North Dakota State,6,59,139.0,22.0
2024,9,Jameson Holcomb,Murray State,MVFC,North Dakota State,6,59,39.0,6.0
2024,9,Jim Ogle,Murray State,MVFC,North Dakota State,6,59,14.0,5.0
2024,9,Drew VanVleet,Dayton,Pioneer,Morehead State,6,14,91.0,27.0
2024,9,Carter Cravens,Morehead State,Pioneer,Dayton,14,6,284.0,25.0
2024,9,Brock Vandagriff,Kentucky,SEC,Auburn,10,24,120.0,17.0
2024,9,Gavin Wimsatt,Kentucky,SEC,Auburn,10,24,34.0,10.0
2024,9,Payton Thorne,Auburn,SEC,Kentucky,24,10,172.0,26.0
2024,9,Michael Van Buren Jr.,Mississippi State,SEC,Arkansas,25,58,309.0,31.0
2024,9,Taylen Green,Arkansas,SEC,Mississippi State,58,25,314.0,29.0
2024,9,Dillon Gabriel,Oregon,Big Ten,Illinois,38,9,291.0,26.0
2024,9,Austin Novosad,Oregon,Big Ten,Illinois,38,9,7.0,2.0
2024,9,Luke Altmyer,Illinois,Big Ten,Oregon,9,38,161.0,35.0
2024,9,Marcel Reed,Texas A&M,SEC,LSU,38,23,70.0,2.0
2024,9,Conner Weigman,Texas A&M,SEC,LSU,38,23,64.0,18.0
2024,9,Garrett Nussmeier,LSU,SEC,Texas A&M,23,38,405.0,50.0
2024,9,Evan Bullock,Louisiana Tech,Conference USA,UTEP,14,10,248.0,30.0
2024,9,Jimmy Holiday,Louisiana Tech,Conference USA,UTEP,14,10,0.0,1.0
2024,9,Skyler Locklear,UTEP,Conference USA,Louisiana Tech,10,14,84.0,14.0
2024,9,JP Pickles,UTEP,Conference USA,Louisiana Tech,10,14,1.0,2.0
2024,9,Davis Bryson,Kennesaw State,Conference USA,Liberty,27,24,189.0,20.0
2024,9,Kaidon Salter,Liberty,Conference USA,Kennesaw State,24,27,206.0,40.0
2024,9,Colton Joseph,Old Dominion,Sun Belt,Georgia Southern,47,19,304.0,26.0
2024,9,Quinn Henicle,Old Dominion,Sun Belt,Georgia Southern,47,19,0.0,1.0
2024,9,JC French,Georgia Southern,Sun Belt,Old Dominion,19,47,259.0,29.0
2024,9,Dexter Williams II,Georgia Southern,Sun Belt,Old Dominion,19,47,44.0,7.0
2024,9,Jake Willcox,Brown,Ivy,Cornell,23,21,316.0,49.0
2024,9, Team,Brown,Ivy,Cornell,23,21,0.0,1.0
2024,9,Jameson Wang,Cornell,Ivy,Brown,21,23,265.0,49.0
2024,9,Jaxson Dart,Ole Miss,SEC,Oklahoma,26,14,311.0,30.0
2024,9,Jackson Arnold,Oklahoma,SEC,Ole Miss,14,26,182.0,31.0
2025,1,Sawyer Robertson,Baylor,Big 12,Auburn,24,38,419.0,48.0
2025,1,Jackson Arnold,Auburn,SEC,Baylor,38,24,108.0,17.0
2025,1,Andrew Body,Alabama State,SWAC,UAB,42,52,312.0,24.0
2025,1,Jalen Kitna,UAB,American Athletic,Alabama State,52,42,247.0,23.0
2025,1,John Griffith,Morgan State,MEAC,South Alabama,21,38,3.0,3.0
2025,1,Kobe Muasau,Morgan State,MEAC,South Alabama,21,38,156.0,22.0
2025,1,Bishop Davenport,South Alabama,Sun Belt,Morgan State,38,21,166.0,14.0
2025,1,Jared Hollins,South Alabama,Sun Belt,Morgan State,38,21,8.0,1.0
2025,1,Lathan Boone,Northern Arizona,Big Sky,Arizona State,19,38,38.0,7.0
2025,1,Ty Pennington,Northern Arizona,Big Sky,Arizona State,19,38,204.0,35.0
2025,1,Sam Leavitt,Arizona State,Big 12,Northern Arizona,38,19,257.0,39.0
2025,1,Chase Mason,South Dakota State,MVFC,Sacramento State,20,3,190.0,23.0
2025,1,Jaden Rashada,Sacramento State,Big Sky,South Dakota State,3,20,107.0,27.0
2025,1,Brett Griffis,Central Connecticut,NEC,UConn,13,59,11.0,4.0
2025,1,Brady Olson,Central Connecticut,NEC,UConn,13,59,118.0,19.0
2025,1,Joe Fagnano,UConn,FBS Independents,Central Connecticut,59,13,260.0,25.0
2025,1,Nick Evers,UConn,FBS Independents,Central Connecticut,59,13,83.0,11.0
